Host,HostCode,Target,TargetCode,Amount,
Myanmar,MMR,Maldives,MDV,0.00,
Myanmar,MMR,Mali,MLI,138000.00,
Myanmar,MMR,Malta,MLT,9600.00,
Myanmar,MMR,Marshall Islands,MHL,960.00,
Myanmar,MMR,Martinique,MTQ,0.00,
Myanmar,MMR,Mauritania,MRT,8832.00,
Myanmar,MMR,Mauritius,MUS,14352.00,
Myanmar,MMR,Mayotte,MYT,0.00,
Myanmar,MMR,Mexico,MEX,883200.00,
Myanmar,MMR,"Micronesia, Federated States of",FSM,1920.00,
Myanmar,MMR,"Moldova, Republic of",MDA,56640.00,
Myanmar,MMR,Monaco,MCO,1920.00,
Myanmar,MMR,Mongolia,MNG,960.00,
Myanmar,MMR,Montserrat,MSR,960.00,
Myanmar,MMR,Morocco,MAR,221904.00,
Myanmar,MMR,Mozambique,MOZ,67344.00,
Myanmar,MMR,Myanmar,MMR,0.00,
Myanmar,MMR,Namibia,NAM,2208.00,
Myanmar,MMR,Nauru,NRU,0.00,
Myanmar,MMR,Nepal,NPL,67200.00,
Myanmar,MMR,Netherlands,NLD,63360.00,
Myanmar,MMR,Netherlands Antilles,ANT,8640.00,
Myanmar,MMR,New Caledonia,NCL,0.00,
Myanmar,MMR,New Zealand,NZL,45120.00,
Myanmar,MMR,Nicaragua,NIC,64457.99,
Myanmar,MMR,Niger,NER,43056.00,
Myanmar,MMR,Nigeria,NGA,390952.93,
Myanmar,MMR,Niue,NIU,960.00,
Myanmar,MMR,Norfolk Island,NFK,0.00,
Myanmar,MMR,Northern Mariana Islands,MNP,960.00,
Myanmar,MMR,Norway,NOR,14400.00,
Myanmar,MMR,Oman,OMN,960.00,
Myanmar,MMR,Pakistan,PAK,3820800.00,
Myanmar,MMR,Palau,PLW,960.00,
Myanmar,MMR,"Palestinian Territory, Occupied ",PSE,75840.00,
Myanmar,MMR,Panama,PAN,16320.00,
Myanmar,MMR,Papua New Guinea,PNG,4800.00,
Myanmar,MMR,Paraguay,PRY,35520.00,
Myanmar,MMR,Peru,PER,61440.00,
Myanmar,MMR,Philippines,PHL,277440.00,
Myanmar,MMR,Poland,POL,165120.00,
Myanmar,MMR,Portugal,PRT,155520.00,
Myanmar,MMR,Puerto Rico,PRI,140160.00,
Myanmar,MMR,Qatar,QAT,960.00,
Myanmar,MMR,Reunion*,REU,0.00,
Myanmar,MMR,Romania,ROM,417600.00,
Myanmar,MMR,Russian Federation,RUS,1036800.00,
Myanmar,MMR,Rwanda,RWA,20976.00,
Myanmar,MMR,Saint Helena*,SHN,0.00,
Myanmar,MMR,Saint Kitts and Nevis,KNA,2880.00,
Myanmar,MMR,Saint Lucia,LCA,3840.00,
Myanmar,MMR,Saint Pierre and Miquelon*,SPM,0.00,
Myanmar,MMR,Saint Vincent and the Grenadines,VCT,4800.00,
Myanmar,MMR,Samoa,WSM,9600.00,
Myanmar,MMR,San Marino,SMR,0.00,
Myanmar,MMR,Sao Tome and Principe,STP,2208.00,
Myanmar,MMR,Saudi Arabia,SAU,16320.00,
Myanmar,MMR,Senegal,SEN,40848.00,
Myanmar,MMR,Serbia and Montenegro,SCG,132480.00,
Myanmar,MMR,Seychelles,SYC,1104.00,
Myanmar,MMR,Sierra Leone,SLE,7728.00,
Myanmar,MMR,Singapore,SGP,21120.00,
Myanmar,MMR,Slovakia,SVK,40320.00,
Myanmar,MMR,Slovenia,SVN,8640.00,
Myanmar,MMR,Solomon Islands,SLB,0.00,
Myanmar,MMR,Somalia,SOM,47472.00,
Myanmar,MMR,South Africa,ZAF,68448.00,
Myanmar,MMR,Spain,ESP,542400.00,
Myanmar,MMR,Sri Lanka,LKA,68160.00,
Myanmar,MMR,Sudan,SDN,55200.00,
Myanmar,MMR,Suriname,SUR,13200.00,
Myanmar,MMR,Swaziland,SWZ,1104.00,
Myanmar,MMR,Sweden,SWE,24000.00,
Myanmar,MMR,Switzerland,CHE,168000.00,
Myanmar,MMR,Syrian Arab Republic,SYR,32640.00,
Myanmar,MMR,Taiwan,TWN,45120.00,
Myanmar,MMR,Tajikistan,TJK,70080.00,
Myanmar,MMR,"Tanzania, United Republic of",TZA,23184.00,
Myanmar,MMR,Thailand,THA,64320.00,
Myanmar,MMR,Timor Leste,TLS,1920.00,
Myanmar,MMR,Togo,TGO,16560.00,
Myanmar,MMR,Tokelau,TKL,0.00,
Myanmar,MMR,Tonga,TON,4800.00,
Myanmar,MMR,Trinidad and Tobago,TTO,28800.00,
Myanmar,MMR,Tunisia,TUN,45120.00,
Myanmar,MMR,Turkey,TUR,229440.00,
Myanmar,MMR,Turkmenistan,TKM,22080.00,
Myanmar,MMR,Turks and Caicos,TCA,0.00,
Myanmar,MMR,Tuvalu,TUV,0.00,
Myanmar,MMR,Uganda,UGA,15456.00,
Myanmar,MMR,Ukraine,UKR,504960.00,
Myanmar,MMR,United Arab Emirates,ARE,8640.00,
Myanmar,MMR,United Kingdom,GBR,349440.00,
Myanmar,MMR,United States of America,USA,180480.00,
Myanmar,MMR,Uruguay,URY,21120.00,
Myanmar,MMR,Uzbekistan,UZB,201600.00,
Myanmar,MMR,Vanuatu,VUT,0.00,
Myanmar,MMR,Venezuela,VEN,28800.00,
Myanmar,MMR,Viet Nam,VNM,166080.00,
Myanmar,MMR,"Virgin Islands, British ",VGB,960.00,
Myanmar,MMR,"Virgin Islands, U.S.",VIR,5760.00,
Myanmar,MMR,Wallis and Futuna*,WLF,960.00,
Myanmar,MMR,Yemen,YEM,44160.00,
Myanmar,MMR,Zambia,ZMB,19872.00,
Myanmar,MMR,Zimbabwe,ZWE,26496.00,
Namibia,NAM,Afghanistan,AFG,36480.00,
Namibia,NAM,Albania,ALB,216960.00,
Namibia,NAM,Algeria,DZA,327888.00,
Namibia,NAM,American Samoa,ASM,0.00,
Namibia,NAM,Andorra,AND,1920.00,
Namibia,NAM,Angola,AGO,20742527.00,
Namibia,NAM,Anguilla,AIA,0.00,
Namibia,NAM,Antigua & Barbuda,ATG,1920.00,
Namibia,NAM,Argentina,ARG,21120.00,
Namibia,NAM,Armenia,ARM,12480.00,
Namibia,NAM,Aruba,ABW,0.00,
Namibia,NAM,Australia,AUS,0.00,
Namibia,NAM,Austria,AUT,648000.00,
Namibia,NAM,Azerbaijan,AZE,23040.00,
Namibia,NAM,Bahamas,BHS,960.00,
Namibia,NAM,Bahrain,BHR,960.00,
Namibia,NAM,Bangladesh,BGD,83520.00,
Namibia,NAM,Barbados,BRB,3840.00,
Namibia,NAM,Belarus,BLR,536640.00,
Namibia,NAM,Belgium,BEL,633600.00,
Namibia,NAM,Belize,BLZ,1920.00,
Namibia,NAM,Benin,BEN,25116.00,
Namibia,NAM,Bermuda,BMU,1920.00,
Namibia,NAM,Bhutan,BTN,0.00,
Namibia,NAM,Bolivia,BOL,19865.09,
Namibia,NAM,Bosnia and Herzegovina,BIH,359040.00,
Namibia,NAM,Botswana,BWA,841685.00,
Namibia,NAM,Brazil,BRA,30720.00,
Namibia,NAM,Brunei Darussalam,BRN,0.00,
Namibia,NAM,Bulgaria,BGR,240000.00,
Namibia,NAM,Burkina Faso,BFA,58305.00,
Namibia,NAM,Burundi,BDI,17641.00,
Namibia,NAM,Cambodia,KHM,4800.00,
Namibia,NAM,Cameroon,CMR,7475.00,
Namibia,NAM,Canada,CAN,90240.00,
Namibia,NAM,Cape Verde,CPV,8372.00,
Namibia,NAM,Cayman Islands,CYM,0.00,
Namibia,NAM,Central African Republic,CAF,4485.00,
Namibia,NAM,Chad,TCD,12558.00,
Namibia,NAM,Chile,CHL,18240.00,
Namibia,NAM,China,CHN,93120.00,
Namibia,NAM,Colombia,COL,56640.00,
Namibia,NAM,Comoros,COM,2093.00,
Namibia,NAM,Congo,COG,22724.00,
Namibia,NAM,"Congo, the Democratic Republic of the",COD,32890.00,
Namibia,NAM,Cook Islands,COK,0.00,
Namibia,NAM,Costa Rica,CRI,6332.30,
Namibia,NAM,Cote d'Ivoire,CIV,7774.00,
Namibia,NAM,Croatia,HRV,166080.00,
Namibia,NAM,Cuba,CUB,38400.00,
Namibia,NAM,Cyprus,CYP,2880.00,
Namibia,NAM,Czech Republic,CZE,518400.00,
Namibia,NAM,Denmark,DNK,331200.00,
Namibia,NAM,Djibouti,DJI,2208.00,
Namibia,NAM,Dominica,DMA,960.00,
Namibia,NAM,Dominican Republic,DOM,55855.79,
Namibia,NAM,Ecuador,ECU,33544.70,
Namibia,NAM,Egypt,EGY,337824.00,
Namibia,NAM,El Salvador,SLV,40459.32,
Namibia,NAM,Equatorial Guinea,GNQ,4186.00,
Namibia,NAM,Eritrea,ERI,25116.00,
Namibia,NAM,Estonia,EST,49920.00,
Namibia,NAM,Ethiopia,ETH,12857.00,
Namibia,NAM,Falkland Islands (Malvinas)*,FLK,0.00,
Namibia,NAM,Faroe Islands,FRO,0.00,
Namibia,NAM,Fiji,FJI,0.00,
Namibia,NAM,Finland,FIN,98880.00,
Namibia,NAM,France,FRA,2414400.00,
Namibia,NAM,French Guiana,GUF,0.00,
Namibia,NAM,French Polynesia,PYF,0.00,
Namibia,NAM,Gabon,GAB,2392.00,
Namibia,NAM,Gambia,GMB,2093.00,
Namibia,NAM,Georgia,GEO,17280.00,
Namibia,NAM,Germany,DEU,1167360.00,
Namibia,NAM,Ghana,GHA,42159.00,
Namibia,NAM,Gibraltar,GIB,4800.00,
Namibia,NAM,Greece,GRC,261120.00,
Namibia,NAM,Greenland,GRL,0.00,
Namibia,NAM,Grenada,GRD,1920.00,
Namibia,NAM,Guadeloupe,GLP,0.00,
Namibia,NAM,Guam,GUM,0.00,
Namibia,NAM,Guatemala,GTM,44401.91,
Namibia,NAM,Guinea,GIN,24817.00,
Namibia,NAM,Guinea-Bissau,GNB,5083.00,
Namibia,NAM,Guyana,GUY,10080.00,
Namibia,NAM,Haiti,HTI,26880.00,
Namibia,NAM,Honduras,HND,30411.38,
Namibia,NAM,Hong Kong,HKG,11520.00,
Namibia,NAM,Hungary,HUN,115200.00,
Namibia,NAM,Iceland,ISL,9600.00,
Namibia,NAM,India,IND,129600.00,
Namibia,NAM,Indonesia,IDN,26880.00,
Namibia,NAM,"Iran, Islamic Republic of",IRN,13440.00,
Namibia,NAM,Iraq,IRQ,15360.00,
Namibia,NAM,Ireland,IRL,269760.00,
Namibia,NAM,Israel,ISR,13440.00,
Namibia,NAM,Italy,ITA,925440.00,
Namibia,NAM,Jamaica,JAM,32640.00,
Namibia,NAM,Japan,JPN,14400.00,
Namibia,NAM,Jordan,JOR,9600.00,
Namibia,NAM,Kazakhstan,KAZ,60480.00,
Namibia,NAM,Kenya,KEN,20930.00,
Namibia,NAM,Kiribati,KIR,0.00,
Namibia,NAM,"Korea, Democratic People’s Republic of",PRK,7680.00,
Namibia,NAM,"Korea, Republic of",KOR,23040.00,
Namibia,NAM,Kuwait,KWT,2880.00,
Namibia,NAM,Kyrgyzstan,KGZ,9600.00,
Namibia,NAM,Lao People’s Democratic Republic,LAO,5760.00,
Namibia,NAM,Latvia,LVA,63360.00,
Namibia,NAM,Lebanon,LBN,8640.00,
Namibia,NAM,Lesotho,LSO,1794.00,
Namibia,NAM,Liberia,LBR,3887.00,
Namibia,NAM,Libyan Arab Jamahiriya,LBY,12144.00,
Namibia,NAM,Liechtenstein,LIE,960.00,
Namibia,NAM,Lithuania,LTU,90240.00,
Namibia,NAM,Luxembourg,LUX,62400.00,
Namibia,NAM,Macau,MAC,1920.00,
Namibia,NAM,"Macedonia, the former Yugoslav Republic of",MKD,71040.00,
Namibia,NAM,Madagascar,MDG,6279.00,
Namibia,NAM,Malawi,MWI,5980.00,
Namibia,NAM,Malaysia,MYS,10560.00,
Namibia,NAM,Maldives,MDV,0.00,
Namibia,NAM,Mali,MLI,69069.00,
Namibia,NAM,Malta,MLT,32640.00,
Namibia,NAM,Marshall Islands,MHL,0.00,
Namibia,NAM,Martinique,MTQ,0.00,
Namibia,NAM,Mauritania,MRT,4485.00,
Namibia,NAM,Mauritius,MUS,7176.00,
Namibia,NAM,Mayotte,MYT,0.00,
Namibia,NAM,Mexico,MEX,360000.00,
Namibia,NAM,"Micronesia, Federated States of",FSM,0.00,
Namibia,NAM,"Moldova, Republic of",MDA,198720.00,
Namibia,NAM,Monaco,MCO,5760.00,
Namibia,NAM,Mongolia,MNG,0.00,
Namibia,NAM,Montserrat,MSR,960.00,
Namibia,NAM,Morocco,MAR,408480.00,
Namibia,NAM,Mozambique,MOZ,33488.00,
Namibia,NAM,Myanmar,MMR,3840.00,
Namibia,NAM,Namibia,NAM,0.00,
Namibia,NAM,Nauru,NRU,0.00,
Namibia,NAM,Nepal,NPL,12480.00,
Namibia,NAM,Netherlands,NLD,221760.00,
Namibia,NAM,Netherlands Antilles,ANT,3840.00,
Namibia,NAM,New Caledonia,NCL,0.00,
Namibia,NAM,New Zealand,NZL,0.00,
Namibia,NAM,Nicaragua,NIC,25514.62,
Namibia,NAM,Niger,NER,21528.00,
Namibia,NAM,Nigeria,NGA,194979.83,
Namibia,NAM,Niue,NIU,0.00,
Namibia,NAM,Norfolk Island,NFK,0.00,
Namibia,NAM,Northern Mariana Islands,MNP,0.00,
Namibia,NAM,Norway,NOR,49920.00,
Namibia,NAM,Oman,OMN,0.00,
Namibia,NAM,Pakistan,PAK,52800.00,
Namibia,NAM,Palau,PLW,0.00,
Namibia,NAM,"Palestinian Territory, Occupied ",PSE,14400.00,
Namibia,NAM,Panama,PAN,6720.00,
Namibia,NAM,Papua New Guinea,PNG,0.00,
Namibia,NAM,Paraguay,PRY,14400.00,
Namibia,NAM,Peru,PER,24960.00,
Namibia,NAM,Philippines,PHL,53760.00,
Namibia,NAM,Poland,POL,576960.00,
Namibia,NAM,Portugal,PRT,543360.00,
Namibia,NAM,Puerto Rico,PRI,57600.00,
Namibia,NAM,Qatar,QAT,0.00,
Namibia,NAM,Reunion*,REU,0.00,
Namibia,NAM,Romania,ROM,1464000.00,
Namibia,NAM,Russian Federation,RUS,3615360.00,
Namibia,NAM,Rwanda,RWA,10764.00,
Namibia,NAM,Saint Helena*,SHN,960.00,
Namibia,NAM,Saint Kitts and Nevis,KNA,960.00,
Namibia,NAM,Saint Lucia,LCA,1920.00,
Namibia,NAM,Saint Pierre and Miquelon*,SPM,0.00,
Namibia,NAM,Saint Vincent and the Grenadines,VCT,1920.00,
Namibia,NAM,Samoa,WSM,0.00,
Namibia,NAM,San Marino,SMR,1920.00,
Namibia,NAM,Sao Tome and Principe,STP,897.00,
Namibia,NAM,Saudi Arabia,SAU,1920.00,
Namibia,NAM,Senegal,SEN,20332.00,
Namibia,NAM,Serbia and Montenegro,SCG,461760.00,
Namibia,NAM,Seychelles,SYC,598.00,
Namibia,NAM,Sierra Leone,SLE,3887.00,
Namibia,NAM,Singapore,SGP,3840.00,
Namibia,NAM,Slovakia,SVK,142080.00,
Namibia,NAM,Slovenia,SVN,30720.00,
Namibia,NAM,Solomon Islands,SLB,0.00,
Namibia,NAM,Somalia,SOM,23621.00,
Namibia,NAM,South Africa,ZAF,10822006.00,
Namibia,NAM,Spain,ESP,1891200.00,
Namibia,NAM,Sri Lanka,LKA,13440.00,
Namibia,NAM,Sudan,SDN,27209.00,
Namibia,NAM,Suriname,SUR,8640.00,
Namibia,NAM,Swaziland,SWZ,598.00,
Namibia,NAM,Sweden,SWE,82560.00,
Namibia,NAM,Switzerland,CHE,590400.00,
Namibia,NAM,Syrian Arab Republic,SYR,5760.00,
Namibia,NAM,Taiwan,TWN,8640.00,
Namibia,NAM,Tajikistan,TJK,13440.00,
Namibia,NAM,"Tanzania, United Republic of",TZA,11661.00,
Namibia,NAM,Thailand,THA,12480.00,
Namibia,NAM,Timor Leste,TLS,0.00,
Namibia,NAM,Togo,TGO,8372.00,
Namibia,NAM,Tokelau,TKL,0.00,
Namibia,NAM,Tonga,TON,0.00,
Namibia,NAM,Trinidad and Tobago,TTO,11520.00,
Namibia,NAM,Tunisia,TUN,82560.00,
Namibia,NAM,Turkey,TUR,44160.00,
Namibia,NAM,Turkmenistan,TKM,3840.00,
Namibia,NAM,Turks and Caicos,TCA,0.00,
Namibia,NAM,Tuvalu,TUV,0.00,
Namibia,NAM,Uganda,UGA,7475.00,
Namibia,NAM,Ukraine,UKR,1762560.00,
Namibia,NAM,United Arab Emirates,ARE,960.00,
Namibia,NAM,United Kingdom,GBR,1218240.00,
Namibia,NAM,United States of America,USA,147840.00,
Namibia,NAM,Uruguay,URY,8640.00,
Namibia,NAM,Uzbekistan,UZB,39360.00,
Namibia,NAM,Vanuatu,VUT,0.00,
Namibia,NAM,Venezuela,VEN,11520.00,
Namibia,NAM,Viet Nam,VNM,31680.00,
Namibia,NAM,"Virgin Islands, British ",VGB,0.00,
Namibia,NAM,"Virgin Islands, U.S.",VIR,1920.00,
Namibia,NAM,Wallis and Futuna*,WLF,0.00,
Namibia,NAM,Yemen,YEM,7680.00,
Namibia,NAM,Zambia,ZMB,3861286.00,
Namibia,NAM,Zimbabwe,ZWE,13156.00,
Nauru,NRU,Afghanistan,AFG,10560.00,
Nauru,NRU,Albania,ALB,1920.00,
Nauru,NRU,Algeria,DZA,1104.00,
Nauru,NRU,American Samoa,ASM,2880.00,
Nauru,NRU,Andorra,AND,0.00,
Nauru,NRU,Angola,AGO,0.00,
Nauru,NRU,Anguilla,AIA,0.00,
Nauru,NRU,Antigua & Barbuda,ATG,0.00,
Nauru,NRU,Argentina,ARG,9600.00,
Nauru,NRU,Armenia,ARM,960.00,
Nauru,NRU,Aruba,ABW,0.00,
Nauru,NRU,Australia,AUS,321600.00,
Nauru,NRU,Austria,AUT,91200.00,
Nauru,NRU,Azerbaijan,AZE,0.00,
Nauru,NRU,Bahamas,BHS,0.00,
Nauru,NRU,Bahrain,BHR,960.00,
Nauru,NRU,Bangladesh,BGD,10560.00,
Nauru,NRU,Barbados,BRB,0.00,
Nauru,NRU,Belarus,BLR,1920.00,
Nauru,NRU,Belgium,BEL,24000.00,
Nauru,NRU,Belize,BLZ,0.00,
Nauru,NRU,Benin,BEN,0.00,
Nauru,NRU,Bermuda,BMU,0.00,
Nauru,NRU,Bhutan,BTN,0.00,
Nauru,NRU,Bolivia,BOL,1418.93,
Nauru,NRU,Bosnia and Herzegovina,BIH,21120.00,
Nauru,NRU,Botswana,BWA,1104.00,
Nauru,NRU,Brazil,BRA,4800.00,
Nauru,NRU,Brunei Darussalam,BRN,1920.00,
Nauru,NRU,Bulgaria,BGR,2880.00,
Nauru,NRU,Burkina Faso,BFA,0.00,
Nauru,NRU,Burundi,BDI,0.00,
Nauru,NRU,Cambodia,KHM,24000.00,
Nauru,NRU,Cameroon,CMR,0.00,
Nauru,NRU,Canada,CAN,30720.00,
Nauru,NRU,Cape Verde,CPV,0.00,
Nauru,NRU,Cayman Islands,CYM,0.00,
Nauru,NRU,Central African Republic,CAF,0.00,
Nauru,NRU,Chad,TCD,0.00,
Nauru,NRU,Chile,CHL,21120.00,
Nauru,NRU,China,CHN,174720.00,
Nauru,NRU,Colombia,COL,3840.00,
Nauru,NRU,Comoros,COM,0.00,
Nauru,NRU,Congo,COG,0.00,
Nauru,NRU,"Congo, the Democratic Republic of the",COD,0.00,
Nauru,NRU,Cook Islands,COK,17280.00,
Nauru,NRU,Costa Rica,CRI,0.00,
Nauru,NRU,Cote d'Ivoire,CIV,0.00,
Nauru,NRU,Croatia,HRV,47040.00,
Nauru,NRU,Cuba,CUB,0.00,
Nauru,NRU,Cyprus,CYP,17280.00,
Nauru,NRU,Czech Republic,CZE,33600.00,
Nauru,NRU,Denmark,DNK,48000.00,
Nauru,NRU,Djibouti,DJI,0.00,
Nauru,NRU,Dominica,DMA,0.00,
Nauru,NRU,Dominican Republic,DOM,0.00,
Nauru,NRU,Ecuador,ECU,1397.70,
Nauru,NRU,Egypt,EGY,34224.00,
Nauru,NRU,El Salvador,SLV,9841.46,
Nauru,NRU,Equatorial Guinea,GNQ,0.00,
Nauru,NRU,Eritrea,ERI,2208.00,
Nauru,NRU,Estonia,EST,1920.00,
Nauru,NRU,Ethiopia,ETH,4416.00,
Nauru,NRU,Falkland Islands (Malvinas)*,FLK,0.00,
Nauru,NRU,Faroe Islands,FRO,0.00,
Nauru,NRU,Fiji,FJI,64320.00,
Nauru,NRU,Finland,FIN,7680.00,
Nauru,NRU,France,FRA,187200.00,
Nauru,NRU,French Guiana,GUF,0.00,
Nauru,NRU,French Polynesia,PYF,2880.00,
Nauru,NRU,Gabon,GAB,0.00,
Nauru,NRU,Gambia,GMB,0.00,
Nauru,NRU,Georgia,GEO,960.00,
Nauru,NRU,Germany,DEU,102720.00,
Nauru,NRU,Ghana,GHA,2208.00,
Nauru,NRU,Gibraltar,GIB,0.00,
Nauru,NRU,Greece,GRC,101760.00,
Nauru,NRU,Greenland,GRL,0.00,
Nauru,NRU,Grenada,GRD,0.00,
Nauru,NRU,Guadeloupe,GLP,0.00,
Nauru,NRU,Guam,GUM,1920.00,
Nauru,NRU,Guatemala,GTM,0.00,
Nauru,NRU,Guinea,GIN,0.00,
Nauru,NRU,Guinea-Bissau,GNB,0.00,
Nauru,NRU,Guyana,GUY,720.00,
Nauru,NRU,Haiti,HTI,0.00,
Nauru,NRU,Honduras,HND,0.00,
Nauru,NRU,Hong Kong,HKG,68160.00,
Nauru,NRU,Hungary,HUN,21120.00,
Nauru,NRU,Iceland,ISL,960.00,
Nauru,NRU,India,IND,105600.00,
Nauru,NRU,Indonesia,IDN,46080.00,
Nauru,NRU,"Iran, Islamic Republic of",IRN,18240.00,
Nauru,NRU,Iraq,IRQ,25920.00,
Nauru,NRU,Ireland,IRL,49920.00,
Nauru,NRU,Israel,ISR,6720.00,
Nauru,NRU,Italy,ITA,192000.00,
Nauru,NRU,Jamaica,JAM,960.00,
Nauru,NRU,Japan,JPN,33600.00,
Nauru,NRU,Jordan,JOR,2880.00,
Nauru,NRU,Kazakhstan,KAZ,960.00,
Nauru,NRU,Kenya,KEN,7728.00,
Nauru,NRU,Kiribati,KIR,1920.00,
Nauru,NRU,"Korea, Democratic People’s Republic of",PRK,0.00,
Nauru,NRU,"Korea, Republic of",KOR,53760.00,
Nauru,NRU,Kuwait,KWT,2880.00,
Nauru,NRU,Kyrgyzstan,KGZ,0.00,
Nauru,NRU,Lao People’s Democratic Republic,LAO,9600.00,
Nauru,NRU,Latvia,LVA,5760.00,
Nauru,NRU,Lebanon,LBN,62400.00,
Nauru,NRU,Lesotho,LSO,0.00,
Nauru,NRU,Liberia,LBR,0.00,
Nauru,NRU,Libyan Arab Jamahiriya,LBY,1104.00,
Nauru,NRU,Liechtenstein,LIE,0.00,
Nauru,NRU,Lithuania,LTU,3840.00,
Nauru,NRU,Luxembourg,LUX,0.00,
Nauru,NRU,Macau,MAC,1920.00,
Nauru,NRU,"Macedonia, the former Yugoslav Republic of",MKD,38400.00,
Nauru,NRU,Madagascar,MDG,0.00,
Nauru,NRU,Malawi,MWI,1104.00,
Nauru,NRU,Malaysia,MYS,78720.00,
Nauru,NRU,Maldives,MDV,0.00,
Nauru,NRU,Mali,MLI,0.00,
Nauru,NRU,Malta,MLT,41280.00,
Nauru,NRU,Marshall Islands,MHL,960.00,
Nauru,NRU,Martinique,MTQ,0.00,
Nauru,NRU,Mauritania,MRT,0.00,
Nauru,NRU,Mauritius,MUS,16560.00,
Nauru,NRU,Mayotte,MYT,0.00,
Nauru,NRU,Mexico,MEX,2880.00,
Nauru,NRU,"Micronesia, Federated States of",FSM,8640.00,
Nauru,NRU,"Moldova, Republic of",MDA,960.00,
Nauru,NRU,Monaco,MCO,0.00,
Nauru,NRU,Mongolia,MNG,0.00,
Nauru,NRU,Montserrat,MSR,0.00,
Nauru,NRU,Morocco,MAR,1104.00,
Nauru,NRU,Mozambique,MOZ,1104.00,
Nauru,NRU,Myanmar,MMR,10560.00,
Nauru,NRU,Namibia,NAM,1104.00,
Nauru,NRU,Nauru,NRU,0.00,
Nauru,NRU,Nepal,NPL,2880.00,
Nauru,NRU,Netherlands,NLD,92160.00,
Nauru,NRU,Netherlands Antilles,ANT,0.00,
Nauru,NRU,New Caledonia,NCL,960.00,
Nauru,NRU,New Zealand,NZL,313920.00,
Nauru,NRU,Nicaragua,NIC,1342.87,
Nauru,NRU,Niger,NER,0.00,
Nauru,NRU,Nigeria,NGA,9535.44,
Nauru,NRU,Niue,NIU,4800.00,
Nauru,NRU,Norfolk Island,NFK,0.00,
Nauru,NRU,Northern Mariana Islands,MNP,1920.00,
Nauru,NRU,Norway,NOR,3840.00,
Nauru,NRU,Oman,OMN,0.00,
Nauru,NRU,Pakistan,PAK,12480.00,
Nauru,NRU,Palau,PLW,1920.00,
Nauru,NRU,"Palestinian Territory, Occupied ",PSE,2880.00,
Nauru,NRU,Panama,PAN,0.00,
Nauru,NRU,Papua New Guinea,PNG,35520.00,
Nauru,NRU,Paraguay,PRY,0.00,
Nauru,NRU,Peru,PER,4800.00,
Nauru,NRU,Philippines,PHL,144000.00,
Nauru,NRU,Poland,POL,52800.00,
Nauru,NRU,Portugal,PRT,14400.00,
Nauru,NRU,Puerto Rico,PRI,0.00,
Nauru,NRU,Qatar,QAT,0.00,
Nauru,NRU,Reunion*,REU,0.00,
Nauru,NRU,Romania,ROM,62400.00,
Nauru,NRU,Russian Federation,RUS,20160.00,
Nauru,NRU,Rwanda,RWA,0.00,
Nauru,NRU,Saint Helena*,SHN,0.00,
Nauru,NRU,Saint Kitts and Nevis,KNA,0.00,
Nauru,NRU,Saint Lucia,LCA,0.00,
Nauru,NRU,Saint Pierre and Miquelon*,SPM,0.00,
Nauru,NRU,Saint Vincent and the Grenadines,VCT,0.00,
Nauru,NRU,Samoa,WSM,69120.00,
Nauru,NRU,San Marino,SMR,0.00,
Nauru,NRU,Sao Tome and Principe,STP,0.00,
Nauru,NRU,Saudi Arabia,SAU,1920.00,
Nauru,NRU,Senegal,SEN,0.00,
Nauru,NRU,Serbia and Montenegro,SCG,50880.00,
Nauru,NRU,Seychelles,SYC,2208.00,
Nauru,NRU,Sierra Leone,SLE,0.00,
Nauru,NRU,Singapore,SGP,32640.00,
Nauru,NRU,Slovakia,SVK,2880.00,
Nauru,NRU,Slovenia,SVN,5760.00,
Nauru,NRU,Solomon Islands,SLB,2880.00,
Nauru,NRU,Somalia,SOM,5520.00,
Nauru,NRU,South Africa,ZAF,104880.00,
Nauru,NRU,Spain,ESP,57600.00,
Nauru,NRU,Sri Lanka,LKA,51840.00,
Nauru,NRU,Sudan,SDN,5520.00,
Nauru,NRU,Suriname,SUR,0.00,
Nauru,NRU,Swaziland,SWZ,0.00,
Nauru,NRU,Sweden,SWE,6720.00,
Nauru,NRU,Switzerland,CHE,57600.00,
Nauru,NRU,Syrian Arab Republic,SYR,5760.00,
Nauru,NRU,Taiwan,TWN,30720.00,
Nauru,NRU,Tajikistan,TJK,0.00,
Nauru,NRU,"Tanzania, United Republic of",TZA,2208.00,
Nauru,NRU,Thailand,THA,24960.00,
Nauru,NRU,Timor Leste,TLS,8640.00,
Nauru,NRU,Togo,TGO,0.00,
Nauru,NRU,Tokelau,TKL,1920.00,
Nauru,NRU,Tonga,TON,24000.00,
Nauru,NRU,Trinidad and Tobago,TTO,960.00,
Nauru,NRU,Tunisia,TUN,0.00,
Nauru,NRU,Turkey,TUR,26880.00,
Nauru,NRU,Turkmenistan,TKM,0.00,
Nauru,NRU,Turks and Caicos,TCA,0.00,
Nauru,NRU,Tuvalu,TUV,960.00,
Nauru,NRU,Uganda,UGA,1104.00,
Nauru,NRU,Ukraine,UKR,15360.00,
Nauru,NRU,United Arab Emirates,ARE,1920.00,
Nauru,NRU,United Kingdom,GBR,1091520.00,
Nauru,NRU,United States of America,USA,82560.00,
Nauru,NRU,Uruguay,URY,8640.00,
Nauru,NRU,Uzbekistan,UZB,960.00,
