Dest,DestCode,Origin,OriginCode,Migrants
Venezuela,VEN,Bhutan,BTN,0.00
Venezuela,VEN,Bolivia,BOL,5102.25
Venezuela,VEN,Bosnia and Herzegovina,BIH,25.00
Venezuela,VEN,Botswana,BWA,0.00
Venezuela,VEN,Brazil,BRA,5768.00
Venezuela,VEN,Brunei Darussalam,BRN,1.00
Venezuela,VEN,Bulgaria,BGR,131.00
Venezuela,VEN,Burkina Faso,BFA,6.90
Venezuela,VEN,Burundi,BDI,2.30
Venezuela,VEN,Cambodia,KHM,2.00
Venezuela,VEN,Cameroon,CMR,5.75
Venezuela,VEN,Canada,CAN,993.00
Venezuela,VEN,Cape Verde,CPV,4.60
Venezuela,VEN,Cayman Islands,CYM,1.00
Venezuela,VEN,Central African Republic,CAF,0.00
Venezuela,VEN,Chad,TCD,1.15
Venezuela,VEN,Chile,CHL,17000.00
Venezuela,VEN,China,CHN,9487.00
Venezuela,VEN,Colombia,COL,608001.00
Venezuela,VEN,Comoros,COM,0.00
Venezuela,VEN,Congo,COG,5.75
Venezuela,VEN,"Congo, the Democratic Republic of the",COD,3.45
Venezuela,VEN,Cook Islands,COK,0.00
Venezuela,VEN,Costa Rica,CRI,1817.24
Venezuela,VEN,Cote d'Ivoire,CIV,3.45
Venezuela,VEN,Croatia,HRV,259.00
Venezuela,VEN,Cuba,CUB,9621.00
Venezuela,VEN,Cyprus,CYP,14.00
Venezuela,VEN,Czech Republic,CZE,95.00
Venezuela,VEN,Denmark,DNK,117.00
Venezuela,VEN,Djibouti,DJI,0.00
Venezuela,VEN,Dominica,DMA,6.00
Venezuela,VEN,Dominican Republic,DOM,24500.38
Venezuela,VEN,Ecuador,ECU,41795.48
Venezuela,VEN,Egypt,EGY,307.05
Venezuela,VEN,El Salvador,SLV,952.25
Venezuela,VEN,Equatorial Guinea,GNQ,8.05
Venezuela,VEN,Eritrea,ERI,12.65
Venezuela,VEN,Estonia,EST,40.00
Venezuela,VEN,Ethiopia,ETH,21.85
Venezuela,VEN,Falkland Islands (Malvinas)*,FLK,0.00
Venezuela,VEN,Faroe Islands,FRO,0.00
Venezuela,VEN,Fiji,FJI,1.00
Venezuela,VEN,Finland,FIN,62.00
Venezuela,VEN,France,FRA,3529.00
Venezuela,VEN,French Guiana,GUF,27.00
Venezuela,VEN,French Polynesia,PYF,0.00
Venezuela,VEN,Gabon,GAB,2.30
Venezuela,VEN,Gambia,GMB,1.15
Venezuela,VEN,Georgia,GEO,7.00
Venezuela,VEN,Germany,DEU,3990.00
Venezuela,VEN,Ghana,GHA,26.45
Venezuela,VEN,Gibraltar,GIB,1.00
Venezuela,VEN,Greece,GRC,725.00
Venezuela,VEN,Greenland,GRL,0.00
Venezuela,VEN,Grenada,GRD,107.00
Venezuela,VEN,Guadeloupe,GLP,1.00
Venezuela,VEN,Guam,GUM,1.00
Venezuela,VEN,Guatemala,GTM,872.48
Venezuela,VEN,Guinea,GIN,4.60
Venezuela,VEN,Guinea-Bissau,GNB,2.30
Venezuela,VEN,Guyana,GUY,6618.00
Venezuela,VEN,Haiti,HTI,1648.00
Venezuela,VEN,Honduras,HND,638.44
Venezuela,VEN,Hong Kong,HKG,410.00
Venezuela,VEN,Hungary,HUN,656.00
Venezuela,VEN,Iceland,ISL,4.00
Venezuela,VEN,India,IND,253.00
Venezuela,VEN,Indonesia,IDN,54.00
Venezuela,VEN,"Iran, Islamic Republic of",IRN,116.00
Venezuela,VEN,Iraq,IRQ,15.00
Venezuela,VEN,Ireland,IRL,71.00
Venezuela,VEN,Israel,ISR,477.00
Venezuela,VEN,Italy,ITA,50922.00
Venezuela,VEN,Jamaica,JAM,126.00
Venezuela,VEN,Japan,JPN,851.00
Venezuela,VEN,Jordan,JOR,235.00
Venezuela,VEN,Kazakhstan,KAZ,12.00
Venezuela,VEN,Kenya,KEN,4.60
Venezuela,VEN,Kiribati,KIR,0.00
Venezuela,VEN,"Korea, Democratic People’s Republic of",PRK,61.00
Venezuela,VEN,"Korea, Republic of",KOR,298.00
Venezuela,VEN,Kuwait,KWT,41.00
Venezuela,VEN,Kyrgyzstan,KGZ,2.00
Venezuela,VEN,Lao People’s Democratic Republic,LAO,4.00
Venezuela,VEN,Latvia,LVA,107.00
Venezuela,VEN,Lebanon,LBN,6094.00
Venezuela,VEN,Lesotho,LSO,1.15
Venezuela,VEN,Liberia,LBR,3.45
Venezuela,VEN,Libyan Arab Jamahiriya,LBY,117.30
Venezuela,VEN,Liechtenstein,LIE,0.00
Venezuela,VEN,Lithuania,LTU,113.00
Venezuela,VEN,Luxembourg,LUX,4.00
Venezuela,VEN,Macau,MAC,1.00
Venezuela,VEN,"Macedonia, the former Yugoslav Republic of",MKD,8.00
Venezuela,VEN,Madagascar,MDG,6.90
Venezuela,VEN,Malawi,MWI,1.15
Venezuela,VEN,Malaysia,MYS,27.00
Venezuela,VEN,Maldives,MDV,0.00
Venezuela,VEN,Mali,MLI,11.50
Venezuela,VEN,Malta,MLT,5.00
Venezuela,VEN,Marshall Islands,MHL,0.00
Venezuela,VEN,Martinique,MTQ,29.00
Venezuela,VEN,Mauritania,MRT,1.15
Venezuela,VEN,Mauritius,MUS,1.15
Venezuela,VEN,Mayotte,MYT,0.00
Venezuela,VEN,Mexico,MEX,3094.00
Venezuela,VEN,"Micronesia, Federated States of",FSM,0.00
Venezuela,VEN,"Moldova, Republic of",MDA,3.00
Venezuela,VEN,Monaco,MCO,4.00
Venezuela,VEN,Mongolia,MNG,0.00
Venezuela,VEN,Montserrat,MSR,0.00
Venezuela,VEN,Morocco,MAR,971.75
Venezuela,VEN,Mozambique,MOZ,35.65
Venezuela,VEN,Myanmar,MMR,2.00
Venezuela,VEN,Namibia,NAM,1.15
Venezuela,VEN,Nauru,NRU,1.00
Venezuela,VEN,Nepal,NPL,4.00
Venezuela,VEN,Netherlands,NLD,591.00
Venezuela,VEN,Netherlands Antilles,ANT,759.00
Venezuela,VEN,New Caledonia,NCL,0.00
Venezuela,VEN,New Zealand,NZL,14.00
Venezuela,VEN,Nicaragua,NIC,2529.08
Venezuela,VEN,Niger,NER,2.30
Venezuela,VEN,Nigeria,NGA,407.24
Venezuela,VEN,Niue,NIU,0.00
Venezuela,VEN,Norfolk Island,NFK,0.00
Venezuela,VEN,Northern Mariana Islands,MNP,0.00
Venezuela,VEN,Norway,NOR,78.00
Venezuela,VEN,Oman,OMN,1.00
Venezuela,VEN,Pakistan,PAK,26.00
Venezuela,VEN,Palau,PLW,0.00
Venezuela,VEN,"Palestinian Territory, Occupied ",PSE,378.00
Venezuela,VEN,Panama,PAN,964.00
Venezuela,VEN,Papua New Guinea,PNG,2.00
Venezuela,VEN,Paraguay,PRY,2412.00
Venezuela,VEN,Peru,PER,36713.00
Venezuela,VEN,Philippines,PHL,105.00
Venezuela,VEN,Poland,POL,861.00
Venezuela,VEN,Portugal,PRT,54414.00
Venezuela,VEN,Puerto Rico,PRI,545.00
Venezuela,VEN,Qatar,QAT,1.00
Venezuela,VEN,Reunion*,REU,0.00
Venezuela,VEN,Romania,ROM,727.00
Venezuela,VEN,Russian Federation,RUS,587.00
Venezuela,VEN,Rwanda,RWA,1.15
Venezuela,VEN,Saint Helena*,SHN,5.00
Venezuela,VEN,Saint Kitts and Nevis,KNA,4.00
Venezuela,VEN,Saint Lucia,LCA,25.00
Venezuela,VEN,Saint Pierre and Miquelon*,SPM,1.00
Venezuela,VEN,Saint Vincent and the Grenadines,VCT,97.00
Venezuela,VEN,Samoa,WSM,1.00
Venezuela,VEN,San Marino,SMR,0.00
Venezuela,VEN,Sao Tome and Principe,STP,0.00
Venezuela,VEN,Saudi Arabia,SAU,1173.00
Venezuela,VEN,Senegal,SEN,10.35
Venezuela,VEN,Serbia and Montenegro,SCG,582.00
Venezuela,VEN,Seychelles,SYC,0.00
Venezuela,VEN,Sierra Leone,SLE,0.00
Venezuela,VEN,Singapore,SGP,16.00
Venezuela,VEN,Slovakia,SVK,20.00
Venezuela,VEN,Slovenia,SVN,48.00
Venezuela,VEN,Solomon Islands,SLB,0.00
Venezuela,VEN,Somalia,SOM,5.75
Venezuela,VEN,South Africa,ZAF,57.50
Venezuela,VEN,Spain,ESP,77230.00
Venezuela,VEN,Sri Lanka,LKA,6.00
Venezuela,VEN,Sudan,SDN,11.50
Venezuela,VEN,Suriname,SUR,176.00
Venezuela,VEN,Swaziland,SWZ,2.30
Venezuela,VEN,Sweden,SWE,146.00
Venezuela,VEN,Switzerland,CHE,615.00
Venezuela,VEN,Syrian Arab Republic,SYR,12321.00
Venezuela,VEN,Taiwan,TWN,646.00
Venezuela,VEN,Tajikistan,TJK,3.00
Venezuela,VEN,"Tanzania, United Republic of",TZA,4.60
Venezuela,VEN,Thailand,THA,13.00
Venezuela,VEN,Timor Leste,TLS,3.00
Venezuela,VEN,Togo,TGO,1.15
Venezuela,VEN,Tokelau,TKL,0.00
Venezuela,VEN,Tonga,TON,2.00
Venezuela,VEN,Trinidad and Tobago,TTO,2590.00
Venezuela,VEN,Tunisia,TUN,8.00
Venezuela,VEN,Turkey,TUR,108.00
Venezuela,VEN,Turkmenistan,TKM,2.00
Venezuela,VEN,Turks and Caicos,TCA,1.00
Venezuela,VEN,Tuvalu,TUV,0.00
Venezuela,VEN,Uganda,UGA,4.60
Venezuela,VEN,Ukraine,UKR,168.00
Venezuela,VEN,United Arab Emirates,ARE,4.00
Venezuela,VEN,United Kingdom,GBR,234.00
Venezuela,VEN,United States of America,USA,9523.00
Venezuela,VEN,Uruguay,URY,5151.00
Venezuela,VEN,Uzbekistan,UZB,11.00
Venezuela,VEN,Vanuatu,VUT,0.00
Venezuela,VEN,Venezuela,VEN,22.00
Venezuela,VEN,Viet Nam,VNM,19.00
Venezuela,VEN,"Virgin Islands, British ",VGB,0.00
Venezuela,VEN,"Virgin Islands, U.S.",VIR,1.00
Venezuela,VEN,Wallis and Futuna*,WLF,0.00
Venezuela,VEN,X,X,0.00
Venezuela,VEN,Yemen,YEM,4.00
Venezuela,VEN,Zambia,ZMB,2.30
Venezuela,VEN,Zimbabwe,ZWE,5.75
Viet Nam,VNM,Afghanistan,AFG,80.00
Viet Nam,VNM,Albania,ALB,31.00
Viet Nam,VNM,Algeria,DZA,63.25
Viet Nam,VNM,American Samoa,ASM,1.00
Viet Nam,VNM,Andorra,AND,0.00
Viet Nam,VNM,Angola,AGO,69.00
Viet Nam,VNM,Anguilla,AIA,0.00
Viet Nam,VNM,Antigua & Barbuda,ATG,113.00
Viet Nam,VNM,Argentina,ARG,28.00
Viet Nam,VNM,Armenia,ARM,23.00
Viet Nam,VNM,Aruba,ABW,2.00
Viet Nam,VNM,Australia,AUS,66.00
Viet Nam,VNM,Austria,AUT,42.00
Viet Nam,VNM,Azerbaijan,AZE,41.00
Viet Nam,VNM,Bahamas,BHS,1.00
Viet Nam,VNM,Bahrain,BHR,156.00
Viet Nam,VNM,Bangladesh,BGD,238.00
Viet Nam,VNM,Barbados,BRB,3.00
Viet Nam,VNM,Belarus,BLR,50.00
Viet Nam,VNM,Belgium,BEL,27.00
Viet Nam,VNM,Belize,BLZ,1.00
Viet Nam,VNM,Benin,BEN,14.95
Viet Nam,VNM,Bermuda,BMU,1.00
Viet Nam,VNM,Bhutan,BTN,0.00
Viet Nam,VNM,Bolivia,BOL,29.56
Viet Nam,VNM,Bosnia and Herzegovina,BIH,33.00
Viet Nam,VNM,Botswana,BWA,0.00
Viet Nam,VNM,Brazil,BRA,100.00
Viet Nam,VNM,Brunei Darussalam,BRN,15.00
Viet Nam,VNM,Bulgaria,BGR,42.00
Viet Nam,VNM,Burkina Faso,BFA,34.50
Viet Nam,VNM,Burundi,BDI,10.35
Viet Nam,VNM,Cambodia,KHM,109.00
Viet Nam,VNM,Cameroon,CMR,4.60
Viet Nam,VNM,Canada,CAN,73.00
Viet Nam,VNM,Cape Verde,CPV,4.60
Viet Nam,VNM,Cayman Islands,CYM,0.00
Viet Nam,VNM,Central African Republic,CAF,1.15
Viet Nam,VNM,Chad,TCD,3.45
Viet Nam,VNM,Chile,CHL,16.00
Viet Nam,VNM,China,CHN,3767.00
Viet Nam,VNM,Colombia,COL,45.00
Viet Nam,VNM,Comoros,COM,1.15
Viet Nam,VNM,Congo,COG,6.90
Viet Nam,VNM,"Congo, the Democratic Republic of the",COD,16.10
Viet Nam,VNM,Cook Islands,COK,1.00
Viet Nam,VNM,Costa Rica,CRI,6.60
Viet Nam,VNM,Cote d'Ivoire,CIV,4.60
Viet Nam,VNM,Croatia,HRV,15.00
Viet Nam,VNM,Cuba,CUB,32.00
Viet Nam,VNM,Cyprus,CYP,5.00
Viet Nam,VNM,Czech Republic,CZE,10.00
Viet Nam,VNM,Denmark,DNK,23.00
Viet Nam,VNM,Djibouti,DJI,0.00
Viet Nam,VNM,Dominica,DMA,1.00
Viet Nam,VNM,Dominican Republic,DOM,67.00
Viet Nam,VNM,Ecuador,ECU,26.21
Viet Nam,VNM,Egypt,EGY,60.95
Viet Nam,VNM,El Salvador,SLV,33.03
Viet Nam,VNM,Equatorial Guinea,GNQ,2.30
Viet Nam,VNM,Eritrea,ERI,14.95
Viet Nam,VNM,Estonia,EST,5.00
Viet Nam,VNM,Ethiopia,ETH,8.05
Viet Nam,VNM,Falkland Islands (Malvinas)*,FLK,0.00
Viet Nam,VNM,Faroe Islands,FRO,0.00
Viet Nam,VNM,Fiji,FJI,5.00
Viet Nam,VNM,Finland,FIN,17.00
Viet Nam,VNM,France,FRA,58.00
Viet Nam,VNM,French Guiana,GUF,0.00
Viet Nam,VNM,French Polynesia,PYF,0.00
Viet Nam,VNM,Gabon,GAB,1.15
Viet Nam,VNM,Gambia,GMB,1.15
Viet Nam,VNM,Georgia,GEO,30.00
Viet Nam,VNM,Germany,DEU,144.00
Viet Nam,VNM,Ghana,GHA,26.45
Viet Nam,VNM,Gibraltar,GIB,0.00
Viet Nam,VNM,Greece,GRC,29.00
Viet Nam,VNM,Greenland,GRL,0.00
Viet Nam,VNM,Grenada,GRD,2.00
Viet Nam,VNM,Guadeloupe,GLP,0.00
Viet Nam,VNM,Guam,GUM,22.00
Viet Nam,VNM,Guatemala,GTM,46.25
Viet Nam,VNM,Guinea,GIN,14.95
Viet Nam,VNM,Guinea-Bissau,GNB,3.45
Viet Nam,VNM,Guyana,GUY,10.00
Viet Nam,VNM,Haiti,HTI,20.00
Viet Nam,VNM,Honduras,HND,26.80
Viet Nam,VNM,Hong Kong,HKG,27.00
Viet Nam,VNM,Hungary,HUN,13.00
Viet Nam,VNM,Iceland,ISL,2.00
Viet Nam,VNM,India,IND,1248.00
Viet Nam,VNM,Indonesia,IDN,3971.00
Viet Nam,VNM,"Iran, Islamic Republic of",IRN,42.00
Viet Nam,VNM,Iraq,IRQ,28.00
Viet Nam,VNM,Ireland,IRL,29.00
Viet Nam,VNM,Israel,ISR,35.00
Viet Nam,VNM,Italy,ITA,99.00
Viet Nam,VNM,Jamaica,JAM,25.00
Viet Nam,VNM,Japan,JPN,190.00
Viet Nam,VNM,Jordan,JOR,18.00
Viet Nam,VNM,Kazakhstan,KAZ,107.00
Viet Nam,VNM,Kenya,KEN,18.40
Viet Nam,VNM,Kiribati,KIR,0.00
Viet Nam,VNM,"Korea, Democratic People’s Republic of",PRK,14.00
Viet Nam,VNM,"Korea, Republic of",KOR,79.00
Viet Nam,VNM,Kuwait,KWT,6.00
Viet Nam,VNM,Kyrgyzstan,KGZ,18.00
Viet Nam,VNM,Lao People’s Democratic Republic,LAO,157.00
Viet Nam,VNM,Latvia,LVA,6.00
Viet Nam,VNM,Lebanon,LBN,15.00
Viet Nam,VNM,Lesotho,LSO,1.15
Viet Nam,VNM,Liberia,LBR,6.90
Viet Nam,VNM,Libyan Arab Jamahiriya,LBY,2.30
Viet Nam,VNM,Liechtenstein,LIE,0.00
Viet Nam,VNM,Lithuania,LTU,8.00
Viet Nam,VNM,Luxembourg,LUX,1.00
Viet Nam,VNM,Macau,MAC,3.00
Viet Nam,VNM,"Macedonia, the former Yugoslav Republic of",MKD,7.00
Viet Nam,VNM,Madagascar,MDG,3.45
Viet Nam,VNM,Malawi,MWI,2.30
Viet Nam,VNM,Malaysia,MYS,1814.00
Viet Nam,VNM,Maldives,MDV,0.00
Viet Nam,VNM,Mali,MLI,40.25
Viet Nam,VNM,Malta,MLT,3.00
Viet Nam,VNM,Marshall Islands,MHL,9.00
Viet Nam,VNM,Martinique,MTQ,0.00
Viet Nam,VNM,Mauritania,MRT,2.30
Viet Nam,VNM,Mauritius,MUS,3.45
Viet Nam,VNM,Mayotte,MYT,0.00
Viet Nam,VNM,Mexico,MEX,282.00
Viet Nam,VNM,"Micronesia, Federated States of",FSM,18.00
Viet Nam,VNM,"Moldova, Republic of",MDA,18.00
Viet Nam,VNM,Monaco,MCO,3.00
Viet Nam,VNM,Mongolia,MNG,0.00
Viet Nam,VNM,Montserrat,MSR,0.00
Viet Nam,VNM,Morocco,MAR,66.70
Viet Nam,VNM,Mozambique,MOZ,16.10
Viet Nam,VNM,Myanmar,MMR,552.00
Viet Nam,VNM,Namibia,NAM,0.00
Viet Nam,VNM,Nauru,NRU,0.00
Viet Nam,VNM,Nepal,NPL,125.00
Viet Nam,VNM,Netherlands,NLD,27.00
Viet Nam,VNM,Netherlands Antilles,ANT,3.00
Viet Nam,VNM,New Caledonia,NCL,0.00
Viet Nam,VNM,New Zealand,NZL,27.00
Viet Nam,VNM,Nicaragua,NIC,20.98
Viet Nam,VNM,Niger,NER,12.65
Viet Nam,VNM,Nigeria,NGA,144.02
Viet Nam,VNM,Niue,NIU,0.00
Viet Nam,VNM,Norfolk Island,NFK,0.00
Viet Nam,VNM,Northern Mariana Islands,MNP,11.00
Viet Nam,VNM,Norway,NOR,30.00
Viet Nam,VNM,Oman,OMN,0.00
Viet Nam,VNM,Pakistan,PAK,232.00
Viet Nam,VNM,Palau,PLW,25.00
Viet Nam,VNM,"Palestinian Territory, Occupied ",PSE,25.00
Viet Nam,VNM,Panama,PAN,5.00
Viet Nam,VNM,Papua New Guinea,PNG,8.00
Viet Nam,VNM,Paraguay,PRY,12.00
Viet Nam,VNM,Peru,PER,29.00
Viet Nam,VNM,Philippines,PHL,1600.00
Viet Nam,VNM,Poland,POL,55.00
Viet Nam,VNM,Portugal,PRT,48.00
Viet Nam,VNM,Puerto Rico,PRI,44.00
Viet Nam,VNM,Qatar,QAT,0.00
Viet Nam,VNM,Reunion*,REU,0.00
Viet Nam,VNM,Romania,ROM,30.00
Viet Nam,VNM,Russian Federation,RUS,339.00
Viet Nam,VNM,Rwanda,RWA,6.90
Viet Nam,VNM,Saint Helena*,SHN,0.00
Viet Nam,VNM,Saint Kitts and Nevis,KNA,1.00
Viet Nam,VNM,Saint Lucia,LCA,1.00
Viet Nam,VNM,Saint Pierre and Miquelon*,SPM,0.00
Viet Nam,VNM,Saint Vincent and the Grenadines,VCT,2.00
Viet Nam,VNM,Samoa,WSM,3.00
Viet Nam,VNM,San Marino,SMR,0.00
Viet Nam,VNM,Sao Tome and Principe,STP,0.00
Viet Nam,VNM,Saudi Arabia,SAU,19.00
Viet Nam,VNM,Senegal,SEN,11.50
Viet Nam,VNM,Serbia and Montenegro,SCG,43.00
Viet Nam,VNM,Seychelles,SYC,0.00
Viet Nam,VNM,Sierra Leone,SLE,2.30
Viet Nam,VNM,Singapore,SGP,481.00
Viet Nam,VNM,Slovakia,SVK,13.00
Viet Nam,VNM,Slovenia,SVN,3.00
Viet Nam,VNM,Solomon Islands,SLB,0.00
Viet Nam,VNM,Somalia,SOM,13.80
Viet Nam,VNM,South Africa,ZAF,20.70
Viet Nam,VNM,Spain,ESP,36.00
Viet Nam,VNM,Sri Lanka,LKA,90.00
Viet Nam,VNM,Sudan,SDN,16.10
Viet Nam,VNM,Suriname,SUR,7.00
Viet Nam,VNM,Swaziland,SWZ,0.00
Viet Nam,VNM,Sweden,SWE,12.00
Viet Nam,VNM,Switzerland,CHE,22.00
Viet Nam,VNM,Syrian Arab Republic,SYR,11.00
Viet Nam,VNM,Taiwan,TWN,55.00
Viet Nam,VNM,Tajikistan,TJK,24.00
Viet Nam,VNM,"Tanzania, United Republic of",TZA,5.75
Viet Nam,VNM,Thailand,THA,970.00
Viet Nam,VNM,Timor Leste,TLS,32.00
Viet Nam,VNM,Togo,TGO,4.60
Viet Nam,VNM,Tokelau,TKL,0.00
Viet Nam,VNM,Tonga,TON,1.00
Viet Nam,VNM,Trinidad and Tobago,TTO,9.00
Viet Nam,VNM,Tunisia,TUN,17.00
Viet Nam,VNM,Turkey,TUR,79.00
Viet Nam,VNM,Turkmenistan,TKM,8.00
Viet Nam,VNM,Turks and Caicos,TCA,0.00
Viet Nam,VNM,Tuvalu,TUV,0.00
Viet Nam,VNM,Uganda,UGA,4.60
Viet Nam,VNM,Ukraine,UKR,164.00
Viet Nam,VNM,United Arab Emirates,ARE,1.00
Viet Nam,VNM,United Kingdom,GBR,751.00
Viet Nam,VNM,United States of America,USA,755.00
Viet Nam,VNM,Uruguay,URY,7.00
Viet Nam,VNM,Uzbekistan,UZB,69.00
Viet Nam,VNM,Vanuatu,VUT,0.00
Viet Nam,VNM,Venezuela,VEN,9.00
Viet Nam,VNM,Viet Nam,VNM,0.00
Viet Nam,VNM,"Virgin Islands, British ",VGB,0.00
Viet Nam,VNM,"Virgin Islands, U.S.",VIR,2.00
Viet Nam,VNM,Wallis and Futuna*,WLF,0.00
Viet Nam,VNM,X,X,0.00
Viet Nam,VNM,Yemen,YEM,14.00
Viet Nam,VNM,Zambia,ZMB,5.75
Viet Nam,VNM,Zimbabwe,ZWE,6.90
"Virgin Islands, British ",VGB,Afghanistan,AFG,10.00
"Virgin Islands, British ",VGB,Albania,ALB,3.00
"Virgin Islands, British ",VGB,Algeria,DZA,9.20
"Virgin Islands, British ",VGB,American Samoa,ASM,0.00
"Virgin Islands, British ",VGB,Andorra,AND,0.00
"Virgin Islands, British ",VGB,Angola,AGO,3.45
"Virgin Islands, British ",VGB,Anguilla,AIA,0.00
"Virgin Islands, British ",VGB,Antigua & Barbuda,ATG,370.00
"Virgin Islands, British ",VGB,Argentina,ARG,3.00
"Virgin Islands, British ",VGB,Armenia,ARM,4.00
"Virgin Islands, British ",VGB,Aruba,ABW,0.00
"Virgin Islands, British ",VGB,Australia,AUS,2.00
"Virgin Islands, British ",VGB,Austria,AUT,2.00
"Virgin Islands, British ",VGB,Azerbaijan,AZE,6.00
"Virgin Islands, British ",VGB,Bahamas,BHS,0.00
"Virgin Islands, British ",VGB,Bahrain,BHR,0.00
"Virgin Islands, British ",VGB,Bangladesh,BGD,23.00
"Virgin Islands, British ",VGB,Barbados,BRB,0.00
"Virgin Islands, British ",VGB,Belarus,BLR,8.00
"Virgin Islands, British ",VGB,Belgium,BEL,2.00
"Virgin Islands, British ",VGB,Belize,BLZ,0.00
"Virgin Islands, British ",VGB,Benin,BEN,2.30
"Virgin Islands, British ",VGB,Bermuda,BMU,0.00
"Virgin Islands, British ",VGB,Bhutan,BTN,0.00
"Virgin Islands, British ",VGB,Bolivia,BOL,2.96
"Virgin Islands, British ",VGB,Bosnia and Herzegovina,BIH,5.00
"Virgin Islands, British ",VGB,Botswana,BWA,0.00
"Virgin Islands, British ",VGB,Brazil,BRA,4.00
"Virgin Islands, British ",VGB,Brunei Darussalam,BRN,0.00
"Virgin Islands, British ",VGB,Bulgaria,BGR,4.00
"Virgin Islands, British ",VGB,Burkina Faso,BFA,5.75
"Virgin Islands, British ",VGB,Burundi,BDI,2.30
"Virgin Islands, British ",VGB,Cambodia,KHM,1.00
"Virgin Islands, British ",VGB,Cameroon,CMR,1.15
"Virgin Islands, British ",VGB,Canada,CAN,115.00
"Virgin Islands, British ",VGB,Cape Verde,CPV,1.15
"Virgin Islands, British ",VGB,Cayman Islands,CYM,0.00
"Virgin Islands, British ",VGB,Central African Republic,CAF,0.00
"Virgin Islands, British ",VGB,Chad,TCD,1.15
"Virgin Islands, British ",VGB,Chile,CHL,2.00
"Virgin Islands, British ",VGB,China,CHN,25.00
"Virgin Islands, British ",VGB,Colombia,COL,7.00
"Virgin Islands, British ",VGB,Comoros,COM,0.00
"Virgin Islands, British ",VGB,Congo,COG,2.30
"Virgin Islands, British ",VGB,"Congo, the Democratic Republic of the",COD,3.45
"Virgin Islands, British ",VGB,Cook Islands,COK,0.00
"Virgin Islands, British ",VGB,Costa Rica,CRI,1.65
"Virgin Islands, British ",VGB,Cote d'Ivoire,CIV,1.15
"Virgin Islands, British ",VGB,Croatia,HRV,2.00
"Virgin Islands, British ",VGB,Cuba,CUB,5.00
"Virgin Islands, British ",VGB,Cyprus,CYP,1.00
"Virgin Islands, British ",VGB,Czech Republic,CZE,2.00
"Virgin Islands, British ",VGB,Denmark,DNK,1.00
"Virgin Islands, British ",VGB,Djibouti,DJI,0.00
"Virgin Islands, British ",VGB,Dominica,DMA,591.00
"Virgin Islands, British ",VGB,Dominican Republic,DOM,1258.87
"Virgin Islands, British ",VGB,Ecuador,ECU,4.37
"Virgin Islands, British ",VGB,Egypt,EGY,9.20
"Virgin Islands, British ",VGB,El Salvador,SLV,5.70
"Virgin Islands, British ",VGB,Equatorial Guinea,GNQ,0.00
"Virgin Islands, British ",VGB,Eritrea,ERI,2.30
"Virgin Islands, British ",VGB,Estonia,EST,1.00
"Virgin Islands, British ",VGB,Ethiopia,ETH,1.15
"Virgin Islands, British ",VGB,Falkland Islands (Malvinas)*,FLK,0.00
"Virgin Islands, British ",VGB,Faroe Islands,FRO,0.00
"Virgin Islands, British ",VGB,Fiji,FJI,1.00
"Virgin Islands, British ",VGB,Finland,FIN,1.00
"Virgin Islands, British ",VGB,France,FRA,7.00
"Virgin Islands, British ",VGB,French Guiana,GUF,0.00
"Virgin Islands, British ",VGB,French Polynesia,PYF,0.00
"Virgin Islands, British ",VGB,Gabon,GAB,0.00
"Virgin Islands, British ",VGB,Gambia,GMB,0.00
"Virgin Islands, British ",VGB,Georgia,GEO,5.00
"Virgin Islands, British ",VGB,Germany,DEU,17.00
"Virgin Islands, British ",VGB,Ghana,GHA,4.60
"Virgin Islands, British ",VGB,Gibraltar,GIB,0.00
"Virgin Islands, British ",VGB,Greece,GRC,4.00
"Virgin Islands, British ",VGB,Greenland,GRL,0.00
"Virgin Islands, British ",VGB,Grenada,GRD,303.00
"Virgin Islands, British ",VGB,Guadeloupe,GLP,0.00
"Virgin Islands, British ",VGB,Guam,GUM,0.00
"Virgin Islands, British ",VGB,Guatemala,GTM,6.31
"Virgin Islands, British ",VGB,Guinea,GIN,2.30
"Virgin Islands, British ",VGB,Guinea-Bissau,GNB,0.00
"Virgin Islands, British ",VGB,Guyana,GUY,804.00
"Virgin Islands, British ",VGB,Haiti,HTI,3.00
"Virgin Islands, British ",VGB,Honduras,HND,4.87
"Virgin Islands, British ",VGB,Hong Kong,HKG,3.00
"Virgin Islands, British ",VGB,Hungary,HUN,2.00
"Virgin Islands, British ",VGB,Iceland,ISL,0.00
"Virgin Islands, British ",VGB,India,IND,35.00
"Virgin Islands, British ",VGB,Indonesia,IDN,7.00
"Virgin Islands, British ",VGB,"Iran, Islamic Republic of",IRN,4.00
"Virgin Islands, British ",VGB,Iraq,IRQ,4.00
"Virgin Islands, British ",VGB,Ireland,IRL,4.00
"Virgin Islands, British ",VGB,Israel,ISR,4.00
"Virgin Islands, British ",VGB,Italy,ITA,14.00
"Virgin Islands, British ",VGB,Jamaica,JAM,260.00
"Virgin Islands, British ",VGB,Japan,JPN,4.00
"Virgin Islands, British ",VGB,Jordan,JOR,3.00
"Virgin Islands, British ",VGB,Kazakhstan,KAZ,16.00
"Virgin Islands, British ",VGB,Kenya,KEN,2.30
"Virgin Islands, British ",VGB,Kiribati,KIR,0.00
