TargetCode,HostCode,Amount
GBR, DMA ,474192.1105
ROM, COD ,469866.5459
BLR, PRT ,469048.175
LTU, PRT ,469048.175
MMR, PRT ,469048.175
JPN, PAN ,468347.3608
CAN, SVK ,468317.557
BGD, EGY ,467529.7027
PLW, DOM ,467088.0923
HRV, JPN ,466115.8851
PSE, DNK ,465904.952
HRV, ISL ,465480.3337
HRV, SVK ,465296.1534
AUS, CYM ,465098.7904
SWE, CYM ,465098.7904
LBY, MLT ,464586.215
BWA, DEU ,464560.2875
MDA, POL ,463604.3735
MCO, BEL ,463090.0322
KGZ, ITA ,462138.4296
ISL, ITA ,462016.0649
GIN, SWE ,461180.9346
DEU, MLT ,459753.0684
SWZ, ECU ,459684.2912
GBR, LBR ,459258.438
MNG, HUN ,459067.0258
ITA, PRY ,458467.0015
ARE, PAN ,457027.7871
PYF, KIR ,455585.4127
IRQ, SDN ,454942.3933
BDI, NOR ,454480.6172
ROM, NIC ,454137.9104
BEL, MDG ,454062.9369
GBR, PLW ,453438.8843
CHE, MEX ,452962.7048
ROM, GIN ,451627.74
UKR, IRQ ,451311.1998
CAF, PRT ,451281.1986
GAB, GBR ,450615.2502
KGZ, GBR ,450615.2502
IDN, PRT ,450096.7336
BLR, CHE ,449667.2315
MAR, LUX ,449070.3886
GUY, NZL ,448908.5227
TGO, FRA ,447586.0942
BOL, PRY ,446397.3398
PAN, PHL ,446269.8363
GEO, POL ,446206.4169
COG, DNK ,445648.215
ISL, AUT ,444610.41
GRC, PRT ,444174.4081
MUS, SWE ,439801.686
OMN, CYP ,439775.0661
VCT, CYP ,439775.0661
NER, MLI ,439702.289
DEU, NIC ,439345.1446
UZB, USA ,439223.5254
FSM, FJI ,438687.6204
PER, MEX ,438673.6605
GAB, CHE ,438354.8484
IRN, GEO ,436893.5543
KAZ, GEO ,436893.5543
COD, GRC ,436593.8133
IND, KHM ,435843.4586
TCD, ITA ,435802.3874
BGR, ISL ,434789.3227
COM, TZA ,434428.8377
MEX, HND ,434279.6957
ISR, VEN ,433802.8511
CMR, GRC ,433015.1755
IND, POL ,432902.0971
LBN, COD ,432392.5269
UZB, ESP ,432292.5946
VCT, CAF ,431391.5089
BTN, GBR ,430587.9058
SAU, CAF ,429639.3094
FJI, DEU ,428857.6699
SOM, TZA ,428063.58
PLW, BEL ,427301.7469
ISL, CHE ,427042.4652
FJI, FRA ,426294.8892
FRA, HND ,426037.4035
TUN, CHL ,425989.8511
GRC, MEX ,425813.5206
URY, FRA ,423950.0281
CHE, CZE ,423789.3143
LBY, BHR ,423650.9265
ARE, URY ,423252.436
SWE, AND ,421946.7764
ARM, NOR ,421494.1208
MLI, LBR ,420966.8009
ARE, KHM ,420356.6352
AND, TZA ,420107.0078
SAU, EGY ,419636.4161
FIN, CYP ,419555.5228
PLW, VEN ,419120.2931
RUS, IRL ,418924.549
ERI, DNK ,418639.2322
MAR, DNK ,418639.2322
DMA, NLD ,417917.7378
POL, CHL ,417766.1088
IND, GEO ,417034.7564
JOR, BHR ,416861.6488
LTU, URY ,416600.1383
TCD, ESP ,416281.7578
ARM, LTU ,413958.2963
AZE, GRC ,413883.7777
JOR, SDN ,413239.3406
CAF, DEU ,412148.9295
PHL, ECU ,412130.7439
IND, DOM ,411626.7975
ROM, DOM ,411626.7975
AUS, PER ,411027.5977
SOM, CHL ,409542.3665
POL, NZL ,409530.5821
ITA, CYP ,409445.7512
NPL, CYP ,409445.7512
GUY, ESP ,408276.3394
TUV, ESP ,408276.3394
ARG, LUX ,407880.4871
NZL, CYM ,407783.5859
HTI, CUB ,407386.9015
MLT, CHE ,407245.7946
MMR, CHE ,407245.7946
HTI, SWE ,406205.7239
JPN, VEN ,406153.8782
MDG, NLD ,406145.4071
CRI, GTM ,405686.9891
PLW, CHL ,405266.0205
HRV, NLD ,404704.3026
MLT, AUT ,404540.583
GNB, CHE ,404417.6988
MLI, GBR ,403884.7798
GUM, AUS ,403628.5515
COL, GTM ,403554.6002
KGZ, SWE ,403151.5455
EGY, HUN ,402609.1859
CZE, BOL ,402364.7903
DZA, SDN ,401865.7808
IND, SLE ,401814.1315
EGY, PHL ,401642.8527
YEM, PRT ,401533.6649
TTO, MRT ,401436.899
ISR, POL ,401176.4115
RUS, GRC ,400807.4351
IRQ, POL ,399129.5931
JPN, ISL ,398983.1432
UKR, CHE ,398761.5072
MOZ, PHL ,398667.7204
CUB, CYM ,398575.5695
GEO, DNK ,398382.4952
GBR, MDG ,397845.6209
NCL, NPL ,397264.7605
BWA, NZL ,396929.6411
GBR, AND ,396067.3741
PNG, NOR ,395837.9569
UKR, NOR ,395837.9569
ARE, LKA ,395486.4569
COG, AGO ,395155.5798
AGO, DNK ,395006.3724
EST, GRC ,394778.3847
KOR, PRT ,394426.8744
ECU, NZL ,393779.4059
BTN, BEL ,393140.0082
CAN, PER ,393066.7279
CYP, NOR ,392172.7906
GHA, SLE ,391892.7949
GTM, PAN ,389581.994
HTI, SUR ,389378.3121
NER, CAF ,389338.7217
MOZ, FIN ,389328.9575
SLE, FIN ,389328.9575
AUT, PAN ,389110.3451
COG, NOR ,388507.6244
ROM, URY ,388327.8735
CAF, CHE ,387449.124
HKG, VEN ,387085.621
PAN, ITA ,387072.5547
ROM, IRQ ,386838.1712
DEU, SDN ,386701.0343
GNQ, DEU ,386157.5556
CZE, VEN ,386132.2081
URY, POL ,385825.2733
POL, MEX ,385804.1965
MUS, DNK ,384878.0038
HTI, GRC ,384107.1253
NER, PHL ,383792.0592
GRC, SVK ,383113.9756
MDA, NLD ,382828.3944
COL, ISL ,381932.5815
IDN, PNG ,381833.9115
AZE, CHE ,381792.9324
MDA, NOR ,381177.2918
LUX, DNK ,380926.4516
ARE, GUY ,380554.2186
CRI, COL ,380100.4308
SGP, BRA ,379594.4455
ESP, LUX ,379148.0193
COG, CAF ,378825.5249
TON, JPN ,378719.1566
SYR, SWE ,378718.1185
KIR, GBR ,378405.5472
MLI, NLD ,378396.342
MDV, NZL ,378028.2297
MYS, PHL ,377841.7947
BRB, SWE ,377700.059
MNG, POL ,377637.9996
IRN, HUN ,377619.6502
NAM, GEO ,377317.1605
TUN, PRT ,376659.8981
LBY, POL ,376614.5904
CRI, SLV ,376548.669
JPN, EGY ,376304.3949
TLS, GIN ,375127.8979
DEU, ZMB ,375024.1287
JOR, CYP ,374061.5504
EST, JPN ,373863.7828
MAC, IRL ,373635.4086
MCO, CHE ,373308.6451
PRK, BEL ,372978.9822
ARM, FIN ,372025.4482
MNG, CAN ,371840.6831
OMN, LVA ,371570.0422
LSO, DEU ,371305.3419
LBN, URY ,370865.5922
MAC, FRA ,370316.7724
CRI, DNK ,370248.1382
LUX, HUN ,370215.3434
ARE, SLE ,369760.5825
TGO, FJI ,369711.5794
BDI, NZL ,368577.5239
ERI, NZL ,368577.5239
KGZ, LTU ,368501.6752
LIE, ESP ,368323.0469
EGY, MRT ,367352.634
SAU, NOR ,366516.6268
NPL, PNG ,366184.9807
RUS, PRT ,365999.7123
POL, THA ,364874.8519
CPV, STP ,364399.2857
SLV, VEN ,364394.3949
VUT, BOL ,363523.1759
BHR, EGY ,362620.5987
JAM, BRB ,362471.964
EGY, PRT ,362446.317
VUT, GRC ,362168.196
ISR, COL ,361037.6432
HND, BEL ,360658.3551
GBR, MRT ,359778.3529
KNA, TTO ,359700.9629
PAN, JPN ,359297.6614
BLR, NZL ,359126.8182
GNQ, FRA ,358834.0818
CRI, CHL ,358445.5144
TGO, GBR ,357797.8548
RWA, CAN ,357155.5069
MAR, ZMB ,357129.8322
KOR, MNG ,356337.7778
NIC, GIN ,356040.3932
GEO, NOR ,355521.128
SYR, NLD ,355483.5091
MLI, JPN ,355413.3624
IND, BLZ ,355375.8571
COM, USA ,355116.8929
BGD, TUR ,354928.4443
LVA, PRT ,354796.923
LBR, DNK ,354492.8983
PLW, JPN ,354442.2876
RWA, ITA ,353884.6454
AUS, PAN ,353736.6773
SOM, ISL ,352946.6267
JAM, PAN ,352604.72
GUY, CHE ,352299.9334
KGZ, ESP ,352238.4104
LBN, CHL ,351976.1704
BTN, NLD ,351908.5981
IRQ, LUX ,351621.1096
TUR, SWE ,351230.5131
TLS, DNK ,351116.7754
CAN, VCT ,351104.4832
CYP, DNK ,350881.5484
VGB, VEN ,350855.9323
CUB, BOL ,350754.7999
LIE, FRA ,350222.0639
GUY, NOR ,347667.2002
MLI, SDN ,347564.9309
GEO, CZE ,347177.5161
SOM, DOM ,346633.0926
FJI, SLB ,345839.7102
OMN, LUX ,345307.2
GUY, SWE ,345122.1564
ARE, BLZ ,344885.0569
KOR, PER ,344710.5399
ISR, PRT ,344679.3407
VUT, LUX ,344588.6874
ERI, FRA ,344480.7186
TUN, MEX ,344365.968
LAO, ITA ,344054.5164
NER, GNQ ,343929.2121
AZE, POL ,343865.4956
ERI, BHR ,343537.45
BIH, SVK ,343231.4482
MNP, POL ,342842.0864
HUN, ISL ,342716.2897
MLT, DNK ,342297.2903
DMA, SWE ,342067.978
USA, AND ,342058.1867
GHA, GIN ,341627.3795
TZA, PRT ,341125.9454
URY, IRL ,340880.9813
BWA, NOR ,340860.4629
ZMB, ITA ,340777.8067
SMR, GBR ,340464.8557
SYR, GBR ,340464.8557
SVK, NZL ,340225.4067
ARM, IRL ,339668.5533
SYC, MLI ,339496.1634
SGP, TUR ,338795.3332
NLD, VEN ,336808.9829
HUN, MEX ,335792.5414
GBR, SUR ,335542.3984
OMN, SDN ,335520.0151
RWA, JPN ,335020.7924
TUR, GBR ,333789.0742
HND, NOR ,332308.4083
CHE, JPN ,332107.5681
GUY, DNK ,330860.0384
HRV, PRT ,330465.7596
KAZ, PRT ,330465.7596
IRL, HUN ,330417.1939
GTM, PHL ,330239.6789
JOR, JPN ,330165.4186
NZL, JPN ,330165.4186
GRD, BRB ,329466.3868
CYP, FIN ,328766.6752
KEN, PHL ,328752.1127
PRI, IRL ,328346.2681
TLS, IRL ,328346.2681
RWA, KIR ,328021.4971
PAN, ESP ,327591.3282
GRC, CHL ,327304.9435
DOM, DNK ,326921.2284
CIV, PRT ,326912.3644
NAM, MNP ,325825.9459
EGY, LUX ,325500.6843
IDN, LUX ,325500.6843
DNK, NIC ,325440.8478
MAC, NLD ,325420.8542
ISR, CYP ,325197.6542
BHS, CHE ,324288.3179
BLR, TUR ,323737.7629
MKD, BRA ,323572.8734
SVK, BRA ,323572.8734
CAN, URY ,322636.4345
HUN, URY ,322636.4345
LBR, NOR ,322534.6316
MAR, NOR ,322534.6316
NCL, ISL ,322255.6157
FIN, CZE ,321963.5065
QAT, BOL ,321891.8322
TCD, EGY ,321569.2102
GRC, PAN ,321192.903
SLV, ECU ,321039.282
HRV, LIE ,320981.6608
GNB, CPV ,320626.9573
NIC, GBR ,320437.5113
BLZ, GTM ,319858.3357
JPN, ZMB ,319375.387
SOM, TUR ,318360.0592
DEU, CUB ,318221.5421
AUT, NIC ,318044.4649
ITA, GEO ,317740.7668
GTM, DOM ,317458.1406
BHR, DNK ,317355.547
LTU, ISL ,317140.4472
DZA, CZE ,317114.6585
ITA, CPV ,317066.8185
JPN, POL ,316233.4468
USA, BOL ,316205.0765
PHL, PRY ,316153.0797
UKR, BEL ,315856.075
KWT, FIN ,315789.0433
VNM, DOM ,315436.1143
SDN, AUS ,315334.8059
SMR, NLD ,315330.285
NER, TUR ,315133.437
ERI, GRC ,314920.1276
SYR, LTU ,313953.7298
MRT, COD ,313844.9091
DZA, IRQ ,313154.71
IRL, ISL ,312025.2787
NCL, TUR ,311906.8147
COG, NZL ,311873.2895
ISL, IRL ,311362.8405
BEL, PAN ,311288.2761
BRB, JPN ,310743.9234
MNP, ECU ,310683.1761
BEL, NIC ,310648.082
ECU, IRL ,310419.3167
KWT, BEL ,309135.733
PRT, NLD ,309023.6793
CHL, AND ,308865.0403
HKG, LUX ,308648.4892
BGR, MEX ,308643.3572
UGA, MEX ,308643.3572
URY, CHE ,308262.4418
BHS, ESP ,308208.6091
CAN, ATG ,308199.7864
GBR, MUS ,307752.1569
PRT, ECU ,307724.2888
KWT, TUR ,307604.6518
DEU, MDG ,307033.0335
FRA, LIE ,307025.9364
VGB, CYP ,306663.0729
MDV, DEU ,306326.9071
MDG, MUS ,305118.8609
LCA, ATG ,304737.5052
BDI, ESP ,304205.8999
YEM, FIN ,302811.4114
LSO, AUS ,302721.4137
MLI, AUS ,302721.4137
TLS, AUS ,302721.4137
TON, BEL ,301855.3625
IND, ECU ,301172.4667
KAZ, EGY ,301043.5159
LBN, POL ,300882.3086
PRI, DEU ,300757.3269
MMR, IRL ,300040.5554
DJI, BEL ,299055.2199
ARE, SVN ,298877.6675
GRL, GTM ,298153.6629
NPL, SVK ,297910.3943
BLR, GEO ,297881.9688
TTO, SDN ,297608.149
AZE, IRL ,297606.2641
MOZ, BEL ,297375.1344
IND, LVA ,297256.0338
DZA, JPN ,297148.8768
CAN, GTM ,297011.3117
KIR, FJI ,296596.976
MMR, ESP ,296200.4815
MUS, IND ,296176.5468
MSR, NZL ,296122.1132
AUT, CYM ,295971.9575
EST, POL ,295765.2626
BEL, SVN ,295402.3458
LKA, ANT ,295281.202
BOL, COL ,294735.0858
IND, IRQ ,294733.8447
LBR, IRL ,294379.4128
LSO, IRL ,294379.4128
LBN, BHR ,293296.7953
AZE, BEL ,293229.3554
PRK, SWE ,293201.124
IRL, CYM ,293153.177
GRC, PHL ,293050.5258
MMR, FRA ,292808.6108
HUN, CYP ,291498.4154
KHM, DNK ,290410.9357
SDN, CHE ,290351.1684
TTO, PHL ,290075.3936
SWZ, HRV ,289999.0703
URY, NZL ,289821.6427
HND, DOM ,289149.7714
LAO, IRL ,288718.2703
HND, ECU ,288491.5207
HND, DNK ,287533.1286
SYR, TUR ,287169.3777
TUN, URY ,286880.3348
DMA, CHE ,286580.374
FSM, PLW ,286474.954
BLR, CYP ,286443.5296
MYS, TUR ,286093.837
VUT, URY ,285993.3618
AUS, BHS ,285956.0713
HUN, ECU ,285321.2842
BLR, EGY ,285079.087
JPN, ANT ,283218.2044
NER, HUN ,283214.7377
VUT, FIN ,282623.9839
DJI, DEU ,282192.0598
CAN, MUS ,282106.1438
SWE, LKA ,281363.3703
JAM, DOM ,281061.6659
LTU, TUR ,280716.1333
SWZ, EGY ,280517.8216
COG, TCD ,280441.8117
MAC, NOR ,280385.2195
SGP, LUX ,280292.2559
MEX, ISL ,279629.2115
NLD, NZL ,277653.0644
BHS, DEU ,277241.322
NZL, DOM ,277017.6132
CHE, URY ,276901.8884
SAU, DNK ,276842.0729
ITA, MDG ,276762.1711
CIV, JPN ,276756.3068
SLE, PHL ,276687.2985
DNK, PAN ,275914.6083
BMU, FRA ,275584.5748
ITA, GTM ,275306.6389
URY, ARG ,275187.2448
PAN, BEL ,275004.4599
BHR, NLD ,274968.0086
KHM, FIN ,274915.559
GNB, SWE ,274876.0537
OMN, CHL ,274672.9928
COD, NZL ,274070.4665
NPL, PHL ,273712.1663
ECU, FIN ,272530.2702
MDA, FIN ,272530.2702
VCT, FIN ,272530.2702
BGR, BRA ,272380.7472
BTN, JPN ,271900.933
GUY, IRL ,271734.8426
NPL, COL ,271500.3077
LBR, PHL ,270737.034
MNG, IRL ,270326.539
ZAF, ANT ,269731.6232
LAO, NOR ,269389.7207
SOM, POL ,269156.623
KOR, EGY ,269114.6582
VGB, DOM ,268640.6468
KOR, ISL ,268546.3464
JPN, HUN ,268406.1239
CIV, GRC ,268397.836
FRA, ATG ,268184.897
MUS, JPN ,268016.6339
ARE, KNA ,267685.0412
KOR, PAN ,267424.9281
KOR, BRN ,267272.0579
ALB, JPN ,267045.5592
DNK, LTU ,266678.8439
URY, BEL ,266223.549
PHL, BOL ,265560.7616
CMR, LUX ,265222.7798
CAN, GUY ,265091.9479
GTM, ECU ,264820.4216
VGB, BHR ,264781.829
IRQ, CYP ,264539.0244
ISR, DOM ,264307.7331
GUY, VCT ,263523.4205
TON, GUY ,263363.9412
IRL, ECU ,263129.6288
DMA, BRB ,262865.8471
AUS, GTM ,262740.7757
BOL, FIN ,262436.5565
MUS, LUX ,262208.8846
LVA, JPN ,262190.1854
BRA, MRT ,261312.6984
NLD, FRA ,261231.2116
SWZ, URY ,261102.6815
GIN, IRL ,260412.5575
PSE, IRL ,260412.5575
NER, POL ,259945.9401
NER, CYP ,259484.1386
CZE, PER ,259051.0069
ITA, SLV ,258950.5793
KOR, KHM ,258851.1912
LBY, FIN ,258794.7446
GNB, BEL ,258733.1678
SCG, BEL ,258733.1678
DZA, NZL ,258319.2903
SYC, CIV ,258017.3184
DEU, IRQ ,257892.1141
ZMB, CYP ,257799.1767
IND, PNG ,257685.7272
TLS, COD ,257633.8806
VNM, LCA ,257483.9288
USA, FIN ,257389.6997
LSO, CHE ,257356.7174
IRQ, CZE ,256988.9435
BGR, ECU ,256789.1558
MHL, GUM ,256637.2998
GAB, PRT ,255844.4591
NCL, PRT ,255844.4591
PHL, EGY ,255430.862
CAN, MDG ,255140.1264
JPN, PLW ,254839.683
IRL, PHL ,254373.8067
GRD, VCT ,253965.5762
ABW, AUS ,253803.2698
IRN, ECU ,253618.9193
SVK, LUX ,253167.1989
SVK, ARG ,252482.0266
BRB, ESP ,252170.6802
BHS, NZL ,252018.8198
ISL, NZL ,252018.8198
LTU, NZL ,252018.8198
BHR, CHE ,251700.5258
PLW, BRA ,251517.541
DJI, ITA ,251338.4441
SVK, CZE ,251170.3259
BHS, IRL ,250977.3199
SLE, EGY ,250869.5966
JOR, HUN ,250820.8951
RWA, DEU ,250631.1058
TGO, CAN ,249875.5167
LSO, NLD ,249741.5857
HTI, VGB ,249063.4991
GUY, KNA ,249017.5317
BTN, CHE ,248872.43
FJI, WSM ,248552.4971
CHL, HUN ,248044.28
COL, SLV ,247971.0747
VNM, ATG ,247922.0381
AUS, AND ,247542.1088
LUX, TUR ,247374.3703
NZL, FIN ,247295.9859
TLS, MLI ,246956.0801
TUV, GRC ,246926.0091
LCA, GRC ,246329.5695
VGB, MRT ,246164.1362
BRB, ANT ,245980.2553
CHE, SVK ,245337.9718
DJI, NLD ,244696.3012
SLV, DOM ,244665.1912
VCT, TUR ,244147.7481
KGZ, FRA ,244007.1756
MWI, FRA ,244007.1756
SVK, GRC ,243909.1932
SVK, JPN ,242768.6902
BOL, DOM ,242643.1648
GRD, DEU ,242586.1567
SWZ, LKA ,242445.82
BFA, GBR ,242330.8679
PLW, NIC ,242305.504
POL, TUR ,241996.6666
MMR, NOR ,241900.9737
URY, NOR ,241900.9737
SOM, EGY ,241747.0658
LVA, GRC ,241566.6412
BEN, MRT ,241548.5586
PER, TLS ,241181.7858
NZL, ECU ,241149.3224
TUV, ZMB ,241144.5473
LBN, HUN ,240639.9732
COL, HND ,240140.2985
HRV, TUR ,239845.5851
TJK, TUR ,239845.5851
MYT, COM ,239527.8945
MNG, ITA ,239128.702
TON, ATG ,238783.8861
IRN, MEX ,238627.0401
BRB, VCT ,238490.9712
MKD, POL ,238454.3466
FJI, NLD ,238389.6955
OMN, DOM ,238310.2512
TLS, NOR ,238235.8074
CRI, HND ,238191.1078
CZE, PHL ,238010.5794
ISL, JPN ,237913.3164
MRT, CHE ,237560.0469
MOZ, KHM ,236727.1577
GMB, GNB ,236278.6672
MAR, NZL ,236267.6435
MKD, ARG ,236134.2695
ZMB, JPN ,235971.1668
ALB, CYP ,235894.6714
IRL, MEX ,235769.2312
HRV, VEN ,235492.9763
IND, CZE ,234684.2427
BRA, GIN ,234443.6994
LBY, HUN ,234161.2047
MCO, NLD ,234141.0614
KNA, CHE ,233789.2525
MEX, PER ,233076.826
GEO, JPN ,233057.9425
PER, SLB ,232714.5714
PRT, VEN ,232696.2986
NER, GIN ,232555.9243
ISR, URY ,231998.8794
NIC, CHE ,231903.8553
NCL, BRN ,231760.3859
LKA, NLD ,231676.9444
MKD, LIE ,231665.0247
CUB, GTM ,230831.0989
LUX, FIN ,230713.4563
GHA, EGY ,230343.9023
TTO, IRQ ,230260.8162
NOR, DEU ,230209.312
SUR, DEU ,230209.312
EGY, VEN ,229772.4992
POL, DOM ,229644.4238
IND, HUN ,229533.5129
CHE, PAN ,229221.3669
CUB, HUN ,228916.4873
GRC, LIE ,228873.8799
GUY, BEL ,228491.6287
AZE, JPN ,228202.5687
PAN, DEU ,227913.9024
TUR, LTU ,227889.1939
LCA, AUS ,227772.1652
YEM, JPN ,227231.494
CHE, MRT ,227228.4334
GAB, NLD ,227037.8052
ALB, NZL ,226816.9378
VGB, NZL ,226816.9378
BDI, IRL ,226445.7022
CUB, CZE ,226279.5729
CHL, GTM ,226185.5374
ISR, LUX ,226042.1419
MDG, SWE ,226009.1997
KOR, SVK ,226000.9888
CAN, SLV ,225804.9051
TON, LCA ,225739.3349
FRA, CYM ,225502.4438
SLE, GRC ,225454.1823
PRI, BHR ,225404.0186
NZL, BRA ,225374.1407
LBY, MRT ,225334.8631
TUN, ISL ,225067.4141
GUM, PLW ,224961.9271
KNA, ATG ,224878.0025
JAM, BLZ ,224590.5478
JAM, HTI ,224528.3413
TCD, NLD ,224515.1629
POL, GIN ,224375.5651
HTI, MEX ,224052.2149
SWZ, LBR ,223840.2471
UGA, CHL ,223685.7906
MNG, ESP ,223591.0696
KHM, PHL ,223134.9181
NCL, SLB ,223018.1309
MSR, MEX ,222909.0913
KAZ, DNK ,222824.1075
BRN, DEU ,222783.2051
GMB, CIV ,222725.2944
MRT, BHR ,222688.3075
HUN, SVN ,222420.5898
TZA, CYP ,222414.9759
ZMB, GRC ,221875.5444
MAC, BEL ,221771.2867
BWA, DNK ,221658.1072
CRI, NZL ,220516.4673
EST, NZL ,220516.4673
GTM, NZL ,220516.4673
ITA, NIC ,220412.2106
ABW, DOM ,220400.8747
MYS, GRC ,220086.2255
SOM, HUN ,219352.5909
JOR, VEN ,219284.9577
PRT, PAN ,219222.4102
FJI, ITA ,218907.6772
GBR, BRN ,218677.1383
KWT, SVK ,218145.3394
LIE, USA ,218054.2325
IDN, ANT ,218033.0621
CYM, IRL ,217953.9883
ZAF, BHS ,217668.0543
DOM, ECU ,217478.2233
CAN, NIC ,217453.6574
SCG, NZL ,217366.2321
MLI, SLE ,217029.2377
EGY, POL ,216962.7532
QAT, DOM ,216645.6829
SLV, DNK ,216634.5489
SLV, BRA ,216359.1751
MWI, ESP ,216146.2973
HKG, PRT ,215990.9991
HKG, ANT ,215785.2986
DOM, CHL ,215681.348
BOL, PRT ,215572.6461
TUN, CZE ,215288.8508
FIN, POL ,214915.9347
ESP, KHM ,214603.1243
MEX, LUX ,214488.8769
KAZ, ARG ,214337.26
FSM, NZL ,214215.9968
LBY, NZL ,214215.9968
MNG, NZL ,214215.9968
SLE, TUR ,214032.6073
GBR, SLB ,213321.6904
BHR, FRA ,212429.7764
FIN, CHL ,212172.5513
CIV, FIN ,211967.9879
BWA, SWE ,211871.2044
GUY, BHS ,211820.8928
KOR, COL ,211808.7507
KGZ, BEL ,211690.7737
IRL, BRA ,211529.7292
PNG, IRL ,211349.322
CHL, SLV ,211303.6727
DNK, PER ,210694.819
MYS, SLB ,210089.5436
TUV, PRT ,209650.3206
SCG, NLD ,209379.3093
DEU, SLV ,209232.0681
BRB, NLD ,208958.8689
SVK, NOR ,208914.4773
DMA, JPN ,208781.0735
ITA, CUB ,208031.3961
NAM, KHM ,207965.9143
ISR, PER ,207931.6082
DNK, URY ,207884.3006
NCL, CHL ,207238.306
GMB, GIN ,207235.765
CAN, HND ,207171.1295
COM, GBR ,206949.226
DOM, FIN ,206921.1311
MNG, TUR ,206503.8222
NZL, COL ,206224.7018
ARM, URY ,206221.2262
CMR, PRT ,206096.9254
TUN, SVK ,206059.7251
DOM, KNA ,204912.1163
PRY, URY ,204890.7666
SUR, NLD ,204334.0247
BHR, DEU ,204217.938
FJI, ESP ,204138.1697
SWZ, CZE ,203651.6156
ANT, SLB ,203625.2499
SLE, LUX ,203437.9277
IND, BHS ,203156.8507
SWZ, BOL ,202791.8543
AFG, CZE ,202681.846
MYS, PRT ,202543.5301
KAZ, CYP ,202195.4327
LBY, SVK ,201829.76
DJI, AUS ,201814.2758
MCO, AUS ,201814.2758
SYR, AUS ,201814.2758
TUR, AUS ,201814.2758
MLT, NOR ,201584.1447
PSE, NOR ,201584.1447
EGY, ZMB ,200819.3721
LBN, CZE ,200742.3068
PLW, GRC ,200403.7176
SCG, ESP ,200135.4605
SCG, TZA ,199709.9602
SLV, NZL ,199514.899
GRL, ISL ,199491.5716
IND, VEN ,199263.2877
PRT, COL ,199036.0412
GNQ, PRT ,198990.1348
RUS, LUX ,198917.0849
MDV, IND ,198861.3957
KWT, CYP ,198825.5088
SYR, GEO ,198587.9792
DJI, SWE ,198521.5944
SUR, BEL ,198250.0896
MKD, IRL ,198139.9894
BGR, SVN ,198093.3378
BRA, ISL ,197786.5154
STP, CYP ,197140.5469
CAN, KHM ,196903.8976
PRK, KHM ,196903.8976
COM, DEU ,196791.8312
PHL, COL ,196404.4779
PER, PER ,196187.9626
IRQ, JPN ,196157.1016
LBY, CYP ,195455.5849
ARM, PRT ,195436.7396
BRN, IRL ,195309.4181
LUX, DOM ,194981.1146
TON, ITA ,194964.226
HTI, PAN ,194790.997
DEU, BHS ,194620.8485
ETH, ISL ,194376.4031
PLW, SLV ,194316.5147
IDN, TUR ,193597.3333
ARG, GTM ,193514.2931
SAU, SLE ,193466.0633
MWI, ITA ,193325.8711
LBN, MRT ,193144.1684
PNG, DNK ,193001.6891
MAR, IRL ,192478.8468
POL, PAN ,192432.7525
FJI, SWE ,192413.2376
CAN, ANT ,192183.7815
JAM, GRC ,192053.5627
PNG, GRC ,192053.5627
TON, CYM ,192052.9147
ANT, PYF ,191973.6457
GHA, PRT ,191883.3443
CZE, PAN ,191017.8058
BHS, FRA ,190899.7315
IRL, CHL ,190790.8214
ASM, CAN ,190482.937
THA, CAN ,190482.937
LBN, JPN ,190330.6531
OMN, KHM ,190266.6875
PRT, GUM ,190177.4413
AND, USA ,190169.9764
GTM, LUX ,189875.3992
SAU, LUX ,189875.3992
MNG, SWE ,189868.1908
BLZ, CYM ,189422.0528
MUS, TZA ,189366.4164
CUB, NZL ,189014.1148
LUX, NZL ,189014.1148
PLW, NZL ,189014.1148
PNG, NZL ,189014.1148
RUS, NZL ,189014.1148
FRA, LCA ,188955.9165
MNP, MEX ,188615.385
BRB, CHE ,188539.7197
TTO, PRT ,188329.949
COM, BEL ,188169.5766
NGA, PLW ,188054.1109
PSE, HUN ,187884.2868
TGO, KIR ,187701.19
ALB, SVN ,187667.3726
HND, CHL ,187282.0246
NZL, CHL ,187282.0246
JPN, CZE ,187165.5324
KEN, TUR ,187144.0888
MDV, USA ,186903.6278
HKG, DOM ,186315.2873
MHL, FJI ,186235.3105
BLR, SVK ,186118.4613
SAU, GRC ,186089.1663
KNA, DOM ,186026.4264
GEO, FIN ,186012.7241
SYC, FIN ,186012.7241
ARE, MDG ,185949.5837
GIN, DNK ,185686.7562
KHM, ESP ,185002.0175
ARE, ANT ,184316.6092
GRD, FRA ,184201.4953
PHL, SVN ,184192.0509
CHL, HND ,183780.8407
SWE, HND ,183780.8407
IND, BOL ,183478.3444
UGA, BOL ,183478.3444
IRN, CZE ,183286.454
MLI, SWE ,183250.7025
UGA, PAN ,182528.1255
MYS, LKA ,182491.7561
AZE, FIN ,181929.0959
ESP, PHL ,181483.0668
DEU, KHM ,181417.0742
BRN, FRA ,180852.3772
CYP, HUN ,180479.9799
KAZ, HUN ,180479.9799
FIN, MEX ,180041.9584
ATG, DMA ,179679.6316
KOR, VEN ,179241.6176
GTM, VEN ,178860.2525
AZE, CZE ,178437.606
FJI, IRL ,178325.9905
LBN, SDN ,178185.7707
MWI, BEL ,178089.0636
VGB, BEL ,178089.0636
ATG, DOM ,177938.3209
