TargetCode,HostCode,Amount
GMB, CZE ,8727.926382
GNB, CZE ,8727.926382
LAO, CZE ,8727.926382
LBR, CZE ,8727.926382
TGO, CZE ,8727.926382
QAT, BIH ,8704.385416
AFG, DOM ,8665.827315
ANT, DOM ,8665.827315
ARM, DOM ,8665.827315
BIH, DOM ,8665.827315
CAF, DOM ,8665.827315
CYP, DOM ,8665.827315
EGY, DOM ,8665.827315
IRQ, DOM ,8665.827315
MAC, DOM ,8665.827315
MDA, DOM ,8665.827315
MKD, DOM ,8665.827315
MOZ, DOM ,8665.827315
MUS, DOM ,8665.827315
NCL, DOM ,8665.827315
SMR, DOM ,8665.827315
YEM, DOM ,8665.827315
CAF, FIN ,8651.75461
COM, FIN ,8651.75461
DJI, FIN ,8651.75461
MWI, FIN ,8651.75461
NOR, FIN ,8651.75461
SCG, FIN ,8651.75461
LVA, COD ,8647.850538
GUM, BEL ,8628.919155
COG, STP ,8607.857143
TUN, BIH ,8607.670022
AND, TUR ,8604.325924
VNM, PAN ,8584.010037
AFG, VEN ,8580.715736
NCL, VEN ,8580.715736
TZA, VEN ,8580.715736
VEN, VEN ,8580.715736
MNG, MEX ,8573.426589
DOM, BLZ ,8567.486838
GTM, TUR ,8532.623208
SDN, TUR ,8532.623208
DEU, ATG ,8513.806255
NCL, ATG ,8513.806255
ZAF, ATG ,8513.806255
SVN, IRL ,8491.713831
UZB, IRL ,8491.713831
EST, PAN ,8489.680256
LVA, PAN ,8489.680256
TZA, PAN ,8489.680256
SGP, LTU ,8485.235942
PAK, CHE ,8484.287388
NGA, NLD ,8467.890634
LAO, SVK ,8459.930061
MLT, SVK ,8459.930061
SLE, SVK ,8459.930061
SVN, VUT ,8457.142857
BGD, CYM ,8456.341644
MLT, CYM ,8456.341644
MUS, CYM ,8456.341644
MWI, CYM ,8456.341644
STP, CYM ,8456.341644
VCT, CYM ,8456.341644
KNA, VEN ,8453.594022
BWA, CYP ,8424.809694
MDG, CYP ,8424.809694
NIC, CYP ,8424.809694
SAU, CYP ,8424.809694
SCG, CYP ,8424.809694
SYR, CYP ,8424.809694
ROM, LKA ,8414.605467
GRD, ANT ,8391.6505
GRC, HND ,8353.674578
MOZ, HUN ,8329.845225
AGO, URY ,8315.372023
JOR, URY ,8315.372023
LTU, PER ,8289.632222
LVA, PER ,8289.632222
TON, BOL ,8261.890361
LBR, CHL ,8223.7423
MMR, CHL ,8223.7423
NOR, CHL ,8223.7423
RUS, CHL ,8223.7423
ASM, NLD ,8203.465593
FRO, NLD ,8203.465593
LIE, NLD ,8203.465593
CIV, POL ,8196.809729
MYS, POL ,8196.809729
MNG, LUX ,8146.257404
LKA, SWE ,8130.222834
CYM, DOM ,8088.105494
GUY, CHL ,8059.267454
IRQ, BOL ,8047.295806
LBY, BOL ,8047.295806
LTU, BOL ,8047.295806
MDA, BOL ,8047.295806
PRI, BOL ,8047.295806
SLE, BOL ,8047.295806
TTO, BOL ,8047.295806
GRL, NZL ,7932.944698
ARG, CYM ,7892.585534
NLD, CYM ,7892.585534
BFA, GRC ,7873.00319
MYS, BLZ ,7868.100158
ZMB, BLZ ,7868.100158
MNP, ANT ,7867.172344
PLW, CYP ,7863.155715
KHM, SVK ,7855.649343
ATG, BEL ,7840.399025
BRB, HTI ,7832.384
SLV, HTI ,7832.384
TON, HTI ,7832.384
JAM, HUN ,7774.52221
PNG, HUN ,7774.52221
LBY, CAF ,7763.591487
MLT, CZE ,7758.156784
TCD, CZE ,7758.156784
ESP, BHS ,7682.401916
PHL, BHS ,7682.401916
POL, BHS ,7682.401916
TON, CHL ,7675.492813
ERI, VEN ,7627.302877
IRQ, PER ,7598.829537
SOM, PER ,7598.829537
ZMB, PER ,7598.829537
URY, MRT ,7574.281114
BMU, LCA ,7558.236659
IND, LCA ,7558.236659
ITA, LCA ,7558.236659
NER, LCA ,7558.236659
GIN, TUR ,7528.785183
KHM, TUR ,7528.785183
MAC, TUR ,7528.785183
MUS, TUR ,7528.785183
JAM, HND ,7406.924793
CAF, HUN ,7404.306867
BRB, ECU ,7397.21848
DMA, ECU ,7397.21848
SDN, ECU ,7397.21848
TTO, NIC ,7396.382905
MDG, CAF ,7359.237764
PLW, HUN ,7342.60431
CYM, MEX ,7335.042749
CAF, NOR ,7330.332535
GNQ, NOR ,7330.332535
JPN, LTU ,7273.059379
COG, SVK ,7251.368624
MAR, SVK ,7251.368624
NZL, CZE ,7240.946332
PAK, GBR ,7183.140877
BEN, POL ,7172.208513
RUS, POL ,7172.208513
SYC, POL ,7172.208513
DJI, GRC ,7157.275627
FRO, GRC ,7157.275627
GNB, GRC ,7157.275627
LSO, GRC ,7157.275627
MRT, GRC ,7157.275627
NOR, GRC ,7157.275627
SMR, GRC ,7157.275627
CUB, ATG ,7151.597254
MRT, MEX ,7144.522158
MUS, MEX ,7144.522158
SYR, MEX ,7144.522158
ERI, PRT ,7106.79053
LSO, PRT ,7106.79053
SCG, PRT ,7106.79053
JAM, CYP ,7076.840143
BIH, PAN ,7074.733547
BTN, PAN ,7074.733547
CAF, PAN ,7074.733547
GIN, PAN ,7074.733547
GRL, PAN ,7074.733547
KWT, PAN ,7074.733547
PRT, LCA ,7054.354215
ATG, LUX ,7032.422192
HND, LUX ,7032.422192
SLV, LUX ,7032.422192
PLW, TUR ,7026.866171
GUM, NLD ,7022.166548
BDI, CAF ,7008.79787
SLV, URY ,6984.912499
AGO, PER ,6908.026852
PNG, NIC ,6903.290712
SLE, GTM ,6854.107193
LBN, ATG ,6811.045004
FJI, CZE ,6788.387186
MMR, CZE ,6788.387186
NZL, SVK ,6767.944049
HTI, BRA ,6761.224221
AFG, CYP ,6739.847756
BEN, CYP ,6739.847756
KOR, CYP ,6739.847756
MWI, CYP ,6739.847756
BRB, BLZ ,6731.596801
PRY, BLZ ,6731.596801
NZL, POL ,6694.061278
IRN, HND ,6682.939663
MNP, HND ,6682.939663
GNQ, VEN ,6673.890017
SAU, VEN ,6673.890017
SGP, VEN ,6673.890017
VCT, VEN ,6673.890017
ATG, MEX ,6668.220681
BHS, MEX ,6668.220681
CYP, URY ,6652.297618
ETH, URY ,6652.297618
STP, URY ,6652.297618
TTO, URY ,6652.297618
NOR, SVK ,6647.087905
SYR, SVK ,6647.087905
TUR, SVK ,6647.087905
ABW, PAN ,6603.084644
HND, URY ,6596.861805
ANT, CHL ,6578.99384
CMR, CHL ,6578.99384
GUM, CHL ,6578.99384
KHM, CHL ,6578.99384
PAN, CHL ,6578.99384
PSE, CHL ,6578.99384
URY, CHL ,6578.99384
VCT, CHL ,6578.99384
KNA, CYM ,6577.154612
HRV, BLZ ,6556.750131
MDV, FIN ,6488.815958
PRK, FIN ,6488.815958
NOR, HUN ,6478.768509
MAR, LSO ,6473.232787
CAF, TUR ,6453.244443
MAR, TUR ,6453.244443
ATG, PER ,6447.491728
AGO, BOL ,6437.836645
BLR, BOL ,6437.836645
COG, BOL ,6437.836645
ESP, BOL ,6437.836645
EST, BOL ,6437.836645
GRC, BOL ,6437.836645
KWT, BOL ,6437.836645
MDG, BOL ,6437.836645
MWI, BOL ,6437.836645
KIR, DNK ,6414.633397
ECU, BHS ,6373.548257
GTM, BHS ,6373.548257
BFA, ECU ,6340.472983
BGD, ECU ,6340.472983
BWA, ECU ,6340.472983
ETH, ECU ,6340.472983
UKR, ECU ,6340.472983
VCT, ECU ,6340.472983
YEM, ECU ,6340.472983
ZMB, ECU ,6340.472983
BRB, CZE ,6335.82804
ASM, SVK ,6321.62322
DOM, PRY ,6305.047173
AND, NZL ,6300.470494
MCO, NZL ,6300.470494
TON, CYP ,6290.524572
AFG, PER ,6217.224167
LBR, PER ,6217.224167
DMA, HUN ,6192.169924
PRI, POL ,6147.607296
GAB, SWE ,6108.35675
LIE, SWE ,6108.35675
GRD, DOM ,6066.07912
MRT, LUX ,6027.79045
SYR, LUX ,6027.79045
DOM, TUR ,6023.028147
PLW, BHS ,5975.201491
NPL, ATG ,5959.664378
CRI, SVK ,5921.951043
KNA, ECU ,5917.774784
IDN, NIC ,5917.106324
IRQ, NIC ,5917.106324
PER, NIC ,5917.106324
PRK, NIC ,5917.106324
SLV, CZE ,5883.268895
IRQ, VCT ,5851.741387
STP, VCT ,5851.741387
LBN, HND ,5847.572205
POL, HND ,5847.572205
COM, JPN ,5826.448564
BIH, URY ,5820.760416
IDN, URY ,5820.760416
BFA, CZE ,5818.617588
CMR, CZE ,5818.617588
NIC, CZE ,5818.617588
SLB, CZE ,5818.617588
EST, COD ,5765.233692
LKA, FIN ,5757.742693
CIV, MEX ,5715.617726
CMR, MEX ,5715.617726
COM, MEX ,5715.617726
GMB, MEX ,5715.617726
LBR, MEX ,5715.617726
MLT, MEX ,5715.617726
TUV, MEX ,5715.617726
VCT, MEX ,5715.617726
ZMB, MEX ,5715.617726
PER, MHL ,5681.87013
CUB, MRT ,5680.710835
KAZ, MRT ,5680.710835
CAF, IRL ,5661.142554
LIE, IRL ,5661.142554
ARM, PAN ,5659.786838
ETH, PAN ,5659.786838
SVK, PAN ,5659.786838
UKR, PAN ,5659.786838
ZMB, PAN ,5659.786838
CUB, LTU ,5656.823961
BHR, CYM ,5637.561096
CYP, CYM ,5637.561096
GHA, CYM ,5637.561096
IDN, CYM ,5637.561096
KOR, CYM ,5637.561096
LBN, CYM ,5637.561096
POL, CYM ,5637.561096
RWA, CYM ,5637.561096
SYC, CYM ,5637.561096
TUV, CYM ,5637.561096
SDN, HUN ,5614.932707
SLV, HUN ,5614.932707
GHA, CAF ,5607.038296
FIN, LIE ,5582.289753
BLZ, BHS ,5576.854725
HND, BHS ,5576.854725
COD, HUN ,5553.23015
TLS, HUN ,5553.23015
TUR, HUN ,5553.23015
COD, PER ,5526.421481
CYP, PER ,5526.421481
GNQ, PER ,5526.421481
NER, PER ,5526.421481
YEM, PER ,5526.421481
BRA, BLZ ,5507.67011
NZL, CYP ,5504.209
SLV, CYP ,5504.209
FSM, NOR ,5497.749402
KIR, NOR ,5497.749402
PAK, NOR ,5497.749402
THA, NOR ,5497.749402
GRC, LTU ,5454.794534
JOR, LTU ,5454.794534
CRI, CZE ,5430.709749
BFA, TUR ,5377.703702
MCO, TUR ,5377.703702
TCD, TUR ,5377.703702
USA, LTU ,5373.982763
MHL, GRC ,5367.956721
RWA, GRC ,5367.956721
BLZ, VEN ,5339.112014
ABW, MEX ,5334.576545
HTI, GTM ,5330.972261
BTN, PRT ,5330.092897
LAO, PRT ,5330.092897
CYM, PAN ,5282.467715
USA, CYM ,5261.72369
HTI, BOL ,5257.566593
IDN, BLZ ,5245.400105
POL, BLZ ,5245.400105
SLE, BLZ ,5245.400105
PNG, HTI ,5221.589333
BFA, PRT ,5211.646388
KIR, NLD ,5195.528209
TON, HUN ,5183.014807
LKA, BHS ,5178.507958
MMR, POL ,5123.00608
BLR, ISL ,5115.168503
VNM, GUM ,5112.296808
ERI, CYP ,5054.885817
FJI, CYP ,5054.885817
LAO, CYP ,5054.885817
MMR, CYP ,5054.885817
SYC, CYP ,5054.885817
ATG, FIN ,5046.856856
GRD, FIN ,5046.856856
HTI, FIN ,5046.856856
KNA, FIN ,5046.856856
NLD, FIN ,5046.856856
TGO, BEL ,5037.568379
TUN, HND ,5012.204747
BLR, URY ,4989.223214
IRL, URY ,4989.223214
IRQ, URY ,4989.223214
MDA, URY ,4989.223214
BMU, CHL ,4934.24538
CAF, CHL ,4934.24538
GIN, CHL ,4934.24538
MUS, CHL ,4934.24538
PAK, CHL ,4934.24538
RWA, CHL ,4934.24538
GRD, BLZ ,4895.706765
CYM, NOR ,4886.888357
LKA, NOR ,4886.888357
AND, JPN ,4855.373803
WSM, JPN ,4855.373803
DJI, CZE ,4848.84799
LSO, CZE ,4848.84799
NGA, CZE ,4848.84799
UZB, CZE ,4848.84799
BFA, PER ,4835.618796
BRB, PER ,4835.618796
BRN, PER ,4835.618796
HTI, PER ,4835.618796
ISL, SVK ,4834.245749
TCD, SVK ,4834.245749
ETH, BOL ,4828.377483
ISL, BOL ,4828.377483
KAZ, BOL ,4828.377483
PRK, BOL ,4828.377483
SYR, BOL ,4828.377483
TJK, BOL ,4828.377483
VEN, BOL ,4828.377483
YEM, BOL ,4828.377483
PNG, POL ,4781.472342
USA, POL ,4781.472342
BMU, GRC ,4771.517085
BGD, VEN ,4767.064298
MDG, VEN ,4767.064298
TTO, VEN ,4767.064298
SDN, VEN ,4727.338762
BOL, CYP ,4717.893429
DOM, CYP ,4717.893429
GUY, POL ,4661.935533
AND, LUX ,4658.075534
BFA, HUN ,4627.691792
BHR, HUN ,4627.691792
NIC, HUN ,4627.691792
THA, SWE ,4581.267562
KHM, PRT ,4562.085734
PLW, CZE ,4525.591457
AFG, LUX ,4520.842838
MHL, LUX ,4520.842838
UZB, LUX ,4520.842838
BOL, TUR ,4517.27111
NLD, TUR ,4517.27111
LKA, DNK ,4493.619501
GRD, ECU ,4438.331088
CHE, NIC ,4437.829743
EGY, NIC ,4437.829743
SOM, NIC ,4437.829743
AZE, KHM ,4424.806687
BLR, KHM ,4424.806687
AND, IRL ,4374.742261
BLZ, ATG ,4370.420544
BDI, DOM ,4332.913657
BGD, DOM ,4332.913657
CIV, DOM ,4332.913657
CMR, DOM ,4332.913657
COD, DOM ,4332.913657
CPV, DOM ,4332.913657
GIN, DOM ,4332.913657
KAZ, DOM ,4332.913657
KWT, DOM ,4332.913657
LBR, DOM ,4332.913657
MCO, DOM ,4332.913657
MNG, DOM ,4332.913657
NIC, DOM ,4332.913657
PRK, DOM ,4332.913657
PSE, DOM ,4332.913657
RWA, DOM ,4332.913657
SAU, DOM ,4332.913657
SLB, DOM ,4332.913657
SVK, DOM ,4332.913657
TCD, DOM ,4332.913657
TJK, DOM ,4332.913657
ZMB, DOM ,4332.913657
BEN, FIN ,4325.877305
GAB, FIN ,4325.877305
CUB, MDG ,4324.408923
UGA, MDG ,4324.408923
DOM, HUN ,4319.179006
ASM, FRA ,4306.008982
FSM, FRA ,4306.008982
THA, FRA ,4306.008982
BEN, TUR ,4302.162962
ERI, TUR ,4302.162962
GAB, TUR ,4302.162962
MLI, TUR ,4302.162962
MWI, TUR ,4302.162962
AND, MEX ,4286.713295
GRL, MEX ,4286.713295
MCO, MEX ,4286.713295
MDG, MEX ,4286.713295
PYF, MEX ,4286.713295
SCG, MEX ,4286.713295
SLB, MEX ,4286.713295
VUT, BLZ ,4283.743419
TZA, BHS ,4268.001065
AND, PAN ,4244.840128
BHR, PAN ,4244.840128
BMU, PAN ,4244.840128
COG, PAN ,4244.840128
COM, PAN ,4244.840128
GNB, PAN ,4244.840128
KEN, PAN ,4244.840128
MDA, PAN ,4244.840128
MDV, PAN ,4244.840128
RWA, PAN ,4244.840128
TTO, PAN ,4244.840128
CHE, LTU ,4242.617971
PRK, LTU ,4242.617971
BOL, SVK ,4229.965031
CMR, SVK ,4229.965031
DOM, SVK ,4229.965031
SCG, SVK ,4229.965031
SDN, ATG ,4221.428935
GRD, GRC ,4175.077449
NER, URY ,4157.686011
BGD, PER ,4144.816111
MRT, PER ,4144.816111
PAN, PER ,4144.816111
PSE, PER ,4144.816111
SLB, PER ,4144.816111
SLE, PER ,4144.816111
MLT, POL ,4098.404864
NOR, POL ,4098.404864
SMR, POL ,4098.404864
TLS, POL ,4098.404864
WSM, POL ,4098.404864
GTM, CZE ,4073.032312
PNG, TUR ,4015.352098
GUY, MEX ,4000.932408
USA, SVK ,3947.967362
DMA, CYM ,3946.292767
LKA, CYM ,3946.292767
ATG, DNK ,3938.809981
KNA, DNK ,3938.809981
GIN, BLZ ,3934.050079
GNB, BLZ ,3934.050079
MNP, BLZ ,3934.050079
NCL, BLZ ,3934.050079
ROM, BLZ ,3934.050079
PNG, CYP ,3931.577857
CYM, BEL ,3920.199512
LCA, BEL ,3920.199512
CHE, VCT ,3901.160925
PSE, VCT ,3901.160925
GTM, HUN ,3887.261105
ERI, CZE ,3879.078392
KIR, CZE ,3879.078392
MAR, CZE ,3879.078392
MOZ, CZE ,3879.078392
MUS, CZE ,3879.078392
SYC, CZE ,3879.078392
WSM, CZE ,3879.078392
GRD, CHL ,3837.746407
LCA, CHL ,3837.746407
AND, VEN ,3813.651438
CMR, VEN ,3813.651438
MKD, VEN ,3813.651438
UKR, VEN ,3813.651438
ZMB, VEN ,3813.651438
BLR, MRT ,3787.140557
HTI, MRT ,3787.140557
PRY, MRT ,3787.140557
JAM, GTM ,3731.680583
BTN, HUN ,3702.153434
ERI, HUN ,3702.153434
MCO, HUN ,3702.153434
MRT, HUN ,3702.153434
SUR, HUN ,3702.153434
SYR, HUN ,3702.153434
WSM, HUN ,3702.153434
YEM, HUN ,3702.153434
COL, LTU ,3676.935575
ISL, LTU ,3636.529689
STP, LTU ,3636.529689
BDI, SVK ,3625.684312
CAF, SVK ,3625.684312
ESP, SVK ,3625.684312
MUS, SVK ,3625.684312
SYC, SVK ,3625.684312
YEM, SVK ,3625.684312
TUN, PRY ,3602.884099
ARG, BHS ,3585.120894
CYM, BHS ,3585.120894
GNQ, GRC ,3578.637814
DJI, PRT ,3553.395265
SYR, PRT ,3553.395265
WSM, PRT ,3553.395265
BRA, LCA ,3527.177108
CYM, LCA ,3527.177108
MEX, LCA ,3527.177108
PLW, LCA ,3527.177108
PRT, LUX ,3516.211096
BHS, TUR ,3513.433085
DMA, TUR ,3513.433085
AND, PER ,3454.013426
GNB, PER ,3454.013426
KEN, PER ,3454.013426
LIE, PER ,3454.013426
MDA, PER ,3454.013426
TJK, PER ,3454.013426
TZA, PER ,3454.013426
ETH, GTM ,3427.053596
GNQ, DNK ,3376.122841
BDI, CYP ,3369.923878
BRN, CYP ,3369.923878
DJI, CYP ,3369.923878
AND, FIN ,3342.893785
SOM, HND ,3341.469831
GRD, PAN ,3301.542322
SDN, PAN ,3301.542322
ERI, CHL ,3289.49692
GEO, CHL ,3289.49692
GMB, CHL ,3289.49692
GNQ, CHL ,3289.49692
MWI, CHL ,3289.49692
SUR, CHL ,3289.49692
TUV, CHL ,3289.49692
WSM, CHL ,3289.49692
SDN, HTI ,3263.493333
TGO, FIN ,3242.677628
BDI, TUR ,3226.622221
DJI, TUR ,3226.622221
MMR, TUR ,3226.622221
NGA, TUR ,3226.622221
NIC, TUR ,3226.622221
TLS, TUR ,3226.622221
UZB, TUR ,3226.622221
BLZ, PER ,3223.745864
AFG, BOL ,3218.918322
AZE, BOL ,3218.918322
CIV, BOL ,3218.918322
CMR, BOL ,3218.918322
COD, BOL ,3218.918322
CPV, BOL ,3218.918322
CYP, BOL ,3218.918322
GHA, BOL ,3218.918322
MLT, BOL ,3218.918322
MSR, BOL ,3218.918322
SAU, BOL ,3218.918322
TLS, BOL ,3218.918322
ATG, BHS ,3186.774128
BFA, FIN ,3172.310024
ANT, ECU ,3170.236491
AZE, ECU ,3170.236491
BEN, ECU ,3170.236491
CAF, ECU ,3170.236491
CIV, ECU ,3170.236491
COD, ECU ,3170.236491
FSM, ECU ,3170.236491
KAZ, ECU ,3170.236491
MDV, ECU ,3170.236491
MKD, ECU ,3170.236491
MLI, ECU ,3170.236491
MMR, ECU ,3170.236491
NAM, ECU ,3170.236491
PAK, ECU ,3170.236491
PAN, ECU ,3170.236491
PSE, ECU ,3170.236491
SUR, ECU ,3170.236491
TLS, ECU ,3170.236491
TUV, ECU ,3170.236491
PRT, CZE ,3167.91402
HKG, SVK ,3160.81161
UGA, LKA ,3155.47705
SLB, CAF ,3153.959042
ECU, CYP ,3145.262286
BDI, POL ,3073.803648
BFA, POL ,3073.803648
DJI, POL ,3073.803648
GMB, POL ,3073.803648
HKG, POL ,3073.803648
LIE, POL ,3073.803648
LSO, POL ,3073.803648
MRT, POL ,3073.803648
UZB, POL ,3073.803648
BRB, CHL ,3070.197125
NLD, CHL ,3070.197125
ASM, GUM ,3067.378085
ABW, LUX ,3060.206937
ALB, LTU ,3030.441408
DZA, LTU ,3030.441408
GHA, LTU ,3030.441408
LKA, HUN ,3023.425304
NAM, SVK ,3021.403593
BHR, LUX ,3013.895225
COM, LUX ,3013.895225
DJI, LUX ,3013.895225
KGZ, LUX ,3013.895225
NOR, LUX ,3013.895225
SCG, LUX ,3013.895225
PRT, TUR ,3011.514073
ABW, BOL ,3004.323767
SDN, GRC ,2982.198178
BLZ, ECU ,2958.887392
KEN, NIC ,2958.553162
MAR, NIC ,2958.553162
MLI, NIC ,2958.553162
STP, NIC ,2958.553162
CPV, JPN ,2913.224282
SUR, JPN ,2913.224282
BMU, CZE ,2909.308794
CAF, CZE ,2909.308794
GNQ, CZE ,2909.308794
BHS, PER ,2901.371278
COG, VEN ,2860.238579
CPV, VEN ,2860.238579
GEO, VEN ,2860.238579
ISL, VEN ,2860.238579
MCO, VEN ,2860.238579
THA, VEN ,2860.238579
TJK, VEN ,2860.238579
TUV, VEN ,2860.238579
BDI, MEX ,2857.808863
BFA, MEX ,2857.808863
BLR, MEX ,2857.808863
ERI, MEX ,2857.808863
FJI, MEX ,2857.808863
GAB, MEX ,2857.808863
KHM, MEX ,2857.808863
MKD, MEX ,2857.808863
MMR, MEX ,2857.808863
MWI, MEX ,2857.808863
PSE, MEX ,2857.808863
SMR, MEX ,2857.808863
TLS, MEX ,2857.808863
YEM, MEX ,2857.808863
GBR, MHL ,2840.935065
CIV, PAN ,2829.893419
MLT, PAN ,2829.893419
MNG, PAN ,2829.893419
UZB, PAN ,2829.893419
VCT, PAN ,2829.893419
YEM, PAN ,2829.893419
PLW, SVK ,2819.976687
AGO, CYM ,2818.780548
AND, CYM ,2818.780548
BWA, CYM ,2818.780548
COM, CYM ,2818.780548
EGY, CYM ,2818.780548
ESP, CYM ,2818.780548
ETH, CYM ,2818.780548
FJI, CYM ,2818.780548
GIN, CYM ,2818.780548
GRC, CYM ,2818.780548
HKG, CYM ,2818.780548
HUN, CYM ,2818.780548
KIR, CYM ,2818.780548
KWT, CYM ,2818.780548
MOZ, CYM ,2818.780548
PAN, CYM ,2818.780548
PRI, CYM ,2818.780548
PSE, CYM ,2818.780548
ROM, CYM ,2818.780548
SCG, CYM ,2818.780548
SGP, CYM ,2818.780548
SVN, CYM ,2818.780548
UKR, CYM ,2818.780548
VGB, CYM ,2818.780548
GUY, BOL ,2816.553532
CPV, CAF ,2803.519148
ETH, CAF ,2803.519148
ISL, LIE ,2791.144876
NZL, BHS ,2788.427362
AND, HUN ,2776.615075
CPV, HUN ,2776.615075
GNQ, HUN ,2776.615075
MWI, HUN ,2776.615075
TCD, HUN ,2776.615075
AZE, PER ,2763.210741
BHR, PER ,2763.210741
BLR, PER ,2763.210741
DJI, PER ,2763.210741
GIN, PER ,2763.210741
KWT, PER ,2763.210741
LBY, PER ,2763.210741
MYS, PER ,2763.210741
SYC, PER ,2763.210741
TGO, PER ,2763.210741
TTO, PER ,2763.210741
VEN, PER ,2763.210741
TON, URY ,2716.354861
DOM, CZE ,2715.354874
PAK, DEU ,2663.496986
BOL, CYM ,2630.861845
BWA, BLZ ,2622.700053
EGY, BLZ ,2622.700053
FJI, BLZ ,2622.700053
IRQ, BLZ ,2622.700053
ISR, BLZ ,2622.700053
LBY, BLZ ,2622.700053
MRT, BLZ ,2622.700053
SYC, BLZ ,2622.700053
CRI, HTI ,2610.794667
AND, DNK ,2608.955194
AND, AUT ,2545.037811
KNA, TUR ,2509.595061
SLV, TUR ,2509.595061
TON, TUR ,2509.595061
VNM, TUR ,2509.595061
CHE, HND ,2506.102373
DZA, HND ,2506.102373
MSR, HND ,2506.102373
PHL, HND ,2506.102373
SDN, MEX ,2500.582755
ALB, URY ,2494.611607
EST, URY ,2494.611607
KHM, URY ,2494.611607
KWT, URY ,2494.611607
MYS, URY ,2494.611607
OMN, URY ,2494.611607
PRK, URY ,2494.611607
SLB, URY ,2494.611607
URY, URY ,2494.611607
TUV, CAF ,2453.079255
ARG, BLZ ,2447.853382
IRQ, LTU ,2424.353126
NER, LTU ,2424.353126
CIV, SVK ,2417.122875
LBR, SVK ,2417.122875
MLI, SVK ,2417.122875
MAC, HUN ,2412.533737
VNM, BHS ,2390.080596
HND, ATG ,2383.865751
AND, SWE ,2360.167242
CRI, CYP ,2358.946714
HTI, CYP ,2358.946714
SDN, CYP ,2358.946714
SCG, MDG ,2342.388167
LCA, HND ,2339.028882
ABW, CHL ,2302.647844
GUY, HUN ,2267.568978
ATG, CZE ,2262.795729
JAM, CZE ,2262.795729
LKA, CZE ,2262.795729
DMA, PER ,2256.622105
BHS, VEN ,2224.630006
ARM, KHM ,2212.403343
GEO, KHM ,2212.403343
KGZ, KHM ,2212.403343
LTU, KHM ,2212.403343
MDA, KHM ,2212.403343
SYR, KHM ,2212.403343
TUR, KHM ,2212.403343
GUY, PER ,2176.028458
KAZ, MDG ,2162.204461
URY, MDG ,2162.204461
GRD, HUN ,2159.589503
HND, HUN ,2159.589503
AGO, TUR ,2151.081481
COM, TUR ,2151.081481
FJI, TUR ,2151.081481
LAO, TUR ,2151.081481
PAK, TUR ,2151.081481
PAN, TUR ,2151.081481
SVN, TUR ,2151.081481
KIR, BEL ,2128.108307
RUS, SVK ,2107.20774
LBR, CAF ,2102.639361
KIR, ITA ,2075.249464
BTN, PER ,2072.408056
CMR, PER ,2072.408056
COM, PER ,2072.408056
KAZ, PER ,2072.408056
MDG, PER ,2072.408056
MLI, PER ,2072.408056
ERI, POL ,2049.202432
FJI, POL ,2049.202432
GUM, POL ,2049.202432
MCO, POL ,2049.202432
SCG, POL ,2049.202432
LCA, DOM ,2022.026373
ABW, TUR ,2007.676049
HND, TUR ,2007.676049
ISR, VCT ,1950.580462
JOR, VCT ,1950.580462
LBN, VCT ,1950.580462
VGB, VCT ,1950.580462
BWA, CZE ,1939.539196
COM, CZE ,1939.539196
MCO, CZE ,1939.539196
PAN, CZE ,1939.539196
RWA, CZE ,1939.539196
SCG, CZE ,1939.539196
SUR, CZE ,1939.539196
THA, CZE ,1939.539196
TON, PER ,1934.247519
CIV, VEN ,1906.825719
ESP, VEN ,1906.825719
GAB, VEN ,1906.825719
LAO, VEN ,1906.825719
LBR, VEN ,1906.825719
MLI, VEN ,1906.825719
MLT, VEN ,1906.825719
PAN, VEN ,1906.825719
SLB, VEN ,1906.825719
SUR, VEN ,1906.825719
AFG, MRT ,1893.570278
ARM, MRT ,1893.570278
AZE, MRT ,1893.570278
GEO, MRT ,1893.570278
KGZ, MRT ,1893.570278
LTU, MRT ,1893.570278
MDA, MRT ,1893.570278
SYR, MRT ,1893.570278
GUY, TUR ,1882.196296
BDI, HUN ,1851.076717
BWA, HUN ,1851.076717
DJI, HUN ,1851.076717
GMB, HUN ,1851.076717
MMR, HUN ,1851.076717
PAN, HUN ,1851.076717
LCA, BLZ ,1835.890037
CYP, LTU ,1818.264845
EGY, LTU ,1818.264845
KWT, LTU ,1818.264845
POL, LTU ,1818.264845
SLB, LTU ,1818.264845
KIR, FRA ,1818.092681
KIR, SVK ,1812.842156
LIE, SVK ,1812.842156
MDV, SVK ,1812.842156
MMR, SVK ,1812.842156
PRI, SVK ,1812.842156
SMR, SVK ,1812.842156
CYM, CZE ,1810.236583
IRQ, PRY ,1801.442049
DMA, VEN ,1779.704005
LKA, VEN ,1779.704005
GMB, CAF ,1752.199468
KNA, HUN ,1727.671602
PRT, HUN ,1727.671602
SLV, SVK ,1691.986012
ASM, CYP ,1684.961939
BMU, CYP ,1684.961939
GIN, CYP ,1684.961939
KHM, CYP ,1684.961939
RUS, CYP ,1684.961939
NCL, HND ,1670.734916
AND, URY ,1663.074405
COD, URY ,1663.074405
IND, URY ,1663.074405
KAZ, URY ,1663.074405
KEN, URY ,1663.074405
LBY, URY ,1663.074405
SAU, URY ,1663.074405
VEN, URY ,1663.074405
BDI, CHL ,1644.74846
BEN, CHL ,1644.74846
COM, CHL ,1644.74846
