OriginCode,DestCode,Migrants,,,
COD,ECU,3.30,,,
COD,URY,1.73,,,
COD,PAN,1.47,,,
COG,TZA,64849.12,,,
COG,FRA,63422.53,,,
COG,GAB,14912.91,,,
COG,USA,6149.77,,,
COG,NLD,4975.21,,,
COG,ZMB,4531.54,,,
COG,ITA,4381.95,,,
COG,GBR,4326.01,,,
COG,BEL,4285.57,,,
COG,MLT,4278.45,,,
COG,CHE,4040.14,,,
COG,PRT,2570.57,,,
COG,IRL,2543.02,,,
COG,DEU,2481.26,,,
COG,ESP,2344.31,,,
COG,AGO,1519.83,,,
COG,CAF,1457.02,,,
COG,TCD,1078.62,,,
COG,AUS,735.78,,,
COG,CYP,602.02,,,
COG,CAN,377.94,,,
COG,SWE,338.14,,,
COG,GRC,330.88,,,
COG,DNK,176.84,,,
COG,NOR,154.17,,,
COG,NZL,108.29,,,
COG,HUN,80.98,,,
COG,CZE,65.66,,,
COG,PER,64.76,,,
COG,POL,51.23,,,
COG,ECU,36.33,,,
COG,TUR,34.73,,,
COG,STP,33.11,,,
COG,JPN,30.35,,,
COG,FSM,26.79,,,
COG,MAC,26.31,,,
COG,FIN,24.03,,,
COG,CHL,20.56,,,
COG,NIC,9.25,,,
COG,SVK,7.55,,,
COG,BOL,6.71,,,
COG,PAN,4.42,,,
COG,VEN,2.98,,,
COG,URY,0.87,,,
COL,USA,611971.42,,,
COL,VEN,604514.40,,,
COL,ESP,375710.45,,,
COL,ECU,170254.91,,,
COL,CAN,45569.40,,,
COL,PAN,31069.87,,,
COL,FRA,24805.85,,,
COL,ITA,23262.04,,,
COL,GBR,16333.15,,,
COL,DEU,14252.53,,,
COL,NLD,12258.84,,,
COL,ABW,11603.85,,,
COL,SWE,9900.63,,,
COL,FSM,8957.44,,,
COL,AUS,7568.04,,,
COL,CHL,7019.31,,,
COL,DOM,7004.88,,,
COL,CHE,6398.01,,,
COL,NOR,5564.65,,,
COL,BRA,4184.51,,,
COL,BEL,3966.87,,,
COL,ANT,3036.82,,,
COL,DNK,2959.47,,,
COL,JPN,2880.86,,,
COL,BOL,2085.59,,,
COL,PER,1708.30,,,
COL,GTM,900.79,,,
COL,FIN,717.55,,,
COL,SLV,553.51,,,
COL,HND,536.03,,,
COL,PRT,514.68,,,
COL,NZL,426.59,,,
COL,NIC,365.20,,,
COL,GRC,328.04,,,
COL,URY,313.56,,,
COL,PRY,297.43,,,
COL,CYM,278.94,,,
COL,IRL,260.59,,,
COL,MAC,199.73,,,
COL,CUB,155.35,,,
COL,HTI,134.04,,,
COL,ISL,129.91,,,
COL,CYP,108.82,,,
COL,HUN,95.45,,,
COL,CZE,73.74,,,
COL,PHL,69.73,,,
COL,POL,60.84,,,
COL,TUR,53.78,,,
COL,SVK,40.91,,,
COL,BHS,31.12,,,
COL,BLZ,27.32,,,
COL,LUX,8.21,,,
COM,FRA,26951.22,,,
COM,MWI,6691.57,,,
COM,TZA,1670.88,,,
COM,EGY,1490.86,,,
COM,USA,140.92,,,
COM,GBR,82.12,,,
COM,DEU,78.09,,,
COM,BEL,74.67,,,
COM,CAN,69.29,,,
COM,BHR,44.00,,,
COM,AUS,27.12,,,
COM,CHE,19.08,,,
COM,DNK,16.08,,,
COM,NLD,16.02,,,
COM,ESP,15.88,,,
COM,ITA,12.87,,,
COM,SWE,6.06,,,
COM,FSM,5.95,,,
COM,PAN,4.42,,,
COM,NOR,4.36,,,
COM,PRT,4.23,,,
COM,FIN,3.43,,,
COM,CYM,2.94,,,
COM,TUR,2.24,,,
COM,PER,2.16,,,
COM,JPN,2.02,,,
COM,CZE,2.02,,,
COM,CHL,1.71,,,
COM,BLZ,1.37,,,
COM,MAC,1.20,,,
COM,POL,1.07,,,
CPV,PRT,63402.72,,,
CPV,FRA,23196.82,,,
CPV,USA,20854.51,,,
CPV,MOZ,20702.33,,,
CPV,AGO,13219.08,,,
CPV,NLD,11467.01,,,
CPV,SEN,9314.80,,,
CPV,ITA,5827.86,,,
CPV,ESP,4840.54,,,
CPV,NGA,4258.87,,,
CPV,MAC,2894.30,,,
CPV,STP,1401.54,,,
CPV,CHE,1372.52,,,
CPV,DEU,754.40,,,
CPV,BEL,524.03,,,
CPV,GNB,435.98,,,
CPV,GBR,434.46,,,
CPV,CAN,409.44,,,
CPV,SWE,382.98,,,
CPV,NOR,349.06,,,
CPV,CIV,309.12,,,
CPV,AUS,32.54,,,
CPV,GRC,28.40,,,
CPV,DNK,24.12,,,
CPV,PHL,13.95,,,
CPV,CZE,13.13,,,
CPV,CAF,10.78,,,
CPV,IRL,8.99,,,
CPV,FIN,8.58,,,
CPV,DOM,4.51,,,
CPV,BOL,3.35,,,
CPV,NZL,3.28,,,
CPV,VEN,2.98,,,
CPV,HUN,2.89,,,
CPV,CHL,1.71,,,
CPV,FSM,1.49,,,
CPV,PAN,1.47,,,
CPV,BLZ,1.37,,,
CPV,JPN,1.01,,,
CRI,USA,82623.78,,,
CRI,NIC,7283.90,,,
CRI,PAN,6728.37,,,
CRI,CAN,3428.33,,,
CRI,ESP,3296.08,,,
CRI,FSM,3155.50,,,
CRI,DOM,2315.40,,,
CRI,ECU,1284.61,,,
CRI,DEU,1177.27,,,
CRI,VEN,1083.51,,,
CRI,GTM,905.55,,,
CRI,COL,848.44,,,
CRI,SLV,840.51,,,
CRI,CHL,800.10,,,
CRI,NLD,590.62,,,
CRI,ITA,579.93,,,
CRI,HND,531.68,,,
CRI,FRA,525.15,,,
CRI,CHE,522.97,,,
CRI,GBR,498.03,,,
CRI,AUS,420.45,,,
CRI,CYM,337.67,,,
CRI,SWE,290.87,,,
CRI,NOR,289.43,,,
CRI,BRA,239.46,,,
CRI,BOL,219.62,,,
CRI,BEL,204.01,,,
CRI,JPN,187.13,,,
CRI,PER,154.71,,,
CRI,DNK,125.93,,,
CRI,BLZ,95.62,,,
CRI,TUR,61.62,,,
CRI,BHS,60.46,,,
CRI,NZL,45.94,,,
CRI,FIN,42.92,,,
CRI,PRY,42.22,,,
CRI,PHL,37.19,,,
CRI,URY,35.51,,,
CRI,HUN,25.07,,,
CRI,GRC,22.72,,,
CRI,PRT,22.56,,,
CRI,IRL,22.46,,,
CRI,POL,21.35,,,
CRI,SVK,13.22,,,
CRI,CZE,12.12,,,
CRI,MAC,7.18,,,
CRI,HTI,5.83,,,
CRI,CYP,5.27,,,
CRI,LUX,3.16,,,
CUB,USA,993729.41,,,
CUB,ESP,105748.44,,,
CUB,ITA,18959.41,,,
CUB,DEU,11725.59,,,
CUB,CAN,10319.91,,,
CUB,DOM,10177.83,,,
CUB,FSM,9761.20,,,
CUB,VEN,9515.26,,,
CUB,HTI,6701.82,,,
CUB,CHL,5419.10,,,
CUB,ECU,4101.49,,,
CUB,PAN,2427.52,,,
CUB,ANT,2397.61,,,
CUB,SWE,2043.39,,,
CUB,FRA,1933.15,,,
CUB,COL,1463.21,,,
CUB,GBR,1434.50,,,
CUB,BRA,1351.24,,,
CUB,CHE,1310.80,,,
CUB,NLD,1113.17,,,
CUB,NIC,1095.59,,,
CUB,CYM,889.68,,,
CUB,BEL,861.38,,,
CUB,BOL,782.93,,,
CUB,AUS,630.67,,,
CUB,NOR,581.77,,,
CUB,PRT,562.62,,,
CUB,GTM,515.25,,,
CUB,HUN,510.97,,,
CUB,CZE,505.09,,,
CUB,HND,378.53,,,
CUB,GRC,369.56,,,
CUB,DNK,322.88,,,
CUB,URY,304.90,,,
CUB,PER,295.03,,,
CUB,IRL,287.55,,,
CUB,FIN,255.78,,,
CUB,PRY,229.87,,,
CUB,JPN,205.34,,,
CUB,BLZ,187.14,,,
CUB,POL,185.49,,,
CUB,PHL,158.05,,,
CUB,CPV,124.39,,,
CUB,SLV,123.00,,,
CUB,SVK,104.49,,,
CUB,BHS,102.25,,,
CUB,COG,90.08,,,
CUB,LCA,55.11,,,
CUB,TUR,48.18,,,
CUB,NZL,39.38,,,
CUB,MAC,34.68,,,
CUB,CYP,33.35,,,
CUB,ATG,15.96,,,
CUB,LUX,12.63,,,
CUB,MUS,5.92,,,
CUB,MWI,4.50,,,
CYM,USA,2787.48,,,
CYM,GBR,488.76,,,
CYM,CAN,176.37,,,
CYM,VGB,149.72,,,
CYM,IRL,74.13,,,
CYM,HND,55.69,,,
CYM,DOM,18.05,,,
CYM,FSM,16.37,,,
CYM,GRC,14.20,,,
CYM,AUS,13.56,,,
CYM,PAN,11.79,,,
CYM,NLD,8.68,,,
CYM,NZL,8.26,,,
CYM,BHS,8.00,,,
CYM,LCA,7.87,,,
CYM,CZE,4.04,,,
CYM,TUR,2.24,,,
CYM,CHL,1.71,,,
CYM,NOR,1.45,,,
CYM,BEL,1.33,,,
CYM,VEN,0.99,,,
CYP,GBR,67652.70,,,
CYP,AUS,22809.22,,,
CYP,GRC,19711.59,,,
CYP,TUR,11641.61,,,
CYP,USA,11244.39,,,
CYP,CAN,4912.58,,,
CYP,DEU,1408.60,,,
CYP,FRA,1089.03,,,
CYP,JOR,1083.78,,,
CYP,SWE,536.91,,,
CYP,NZL,377.37,,,
CYP,IRL,358.42,,,
CYP,ESP,338.35,,,
CYP,NLD,329.34,,,
CYP,AUT,297.98,,,
CYP,CHE,259.24,,,
CYP,BEL,248.01,,,
CYP,ITA,218.45,,,
CYP,HUN,188.00,,,
CYP,NOR,155.62,,,
CYP,DNK,139.24,,,
CYP,FIN,130.46,,,
CYP,SVK,59.17,,,
CYP,CZE,54.55,,,
CYP,POL,46.96,,,
CYP,JPN,31.36,,,
CYP,PRT,28.20,,,
CYP,PAN,26.53,,,
CYP,FSM,20.84,,,
CYP,CHL,18.85,,,
CYP,MAC,13.16,,,
CYP,VEN,12.91,,,
CYP,ECU,9.91,,,
CYP,DOM,9.03,,,
CYP,URY,6.93,,,
CYP,CYM,5.87,,,
CYP,PER,5.76,,,
CYP,BOL,3.35,,,
CYP,LUX,1.89,,,
CYP,BLZ,1.37,,,
CZE,SVK,67800.93,,,
CZE,DEU,54654.16,,,
CZE,AUT,49829.57,,,
CZE,USA,32070.86,,,
CZE,CAN,25645.52,,,
CZE,GBR,24979.46,,,
CZE,ISR,16452.85,,,
CZE,AUS,14820.74,,,
CZE,CHE,12368.43,,,
CZE,ESP,9638.50,,,
CZE,FRA,8305.59,,,
CZE,IRL,7810.51,,,
CZE,ITA,7150.25,,,
CZE,POL,6723.59,,,
CZE,SWE,5807.79,,,
CZE,NLD,3612.35,,,
CZE,BEL,3126.83,,,
CZE,GRC,1370.89,,,
CZE,TUR,1149.48,,,
CZE,NOR,1124.28,,,
CZE,ALB,1075.06,,,
CZE,NZL,977.89,,,
CZE,BRA,766.67,,,
CZE,DNK,723.02,,,
CZE,CYP,596.76,,,
CZE,HUN,544.72,,,
CZE,ECU,432.61,,,
CZE,FIN,411.99,,,
CZE,FSM,328.95,,,
CZE,MAC,302.59,,,
CZE,SVN,285.99,,,
CZE,JPN,250.86,,,
CZE,CHL,243.29,,,
CZE,ISL,211.10,,,
CZE,PRT,183.31,,,
CZE,CUB,179.10,,,
CZE,BOL,83.83,,,
CZE,VEN,80.44,,,
CZE,PER,53.97,,,
CZE,PHL,49.59,,,
CZE,PAN,39.80,,,
CZE,LUX,36.62,,,
CZE,PRY,23.46,,,
CZE,NIC,18.49,,,
CZE,DOM,18.05,,,
CZE,URY,14.73,,,
CZE,CYM,8.81,,,
CZE,BIH,7.55,,,
CZE,BLZ,4.10,,,
DEU,USA,653968.46,,,
DEU,TUR,306456.29,,,
DEU,GBR,299753.49,,,
DEU,ESP,272820.76,,,
DEU,CHE,204233.41,,,
DEU,AUT,202092.75,,,
DEU,CAN,199541.47,,,
DEU,KAZ,175666.99,,,
DEU,FRA,170959.25,,,
DEU,AUS,131809.95,,,
DEU,NLD,117169.73,,,
DEU,POL,104709.69,,,
DEU,BEL,88940.48,,,
DEU,ITA,52223.21,,,
DEU,SWE,47904.17,,,
DEU,ISR,43696.39,,,
DEU,PRT,34240.91,,,
DEU,DNK,32991.91,,,
DEU,HUN,26386.52,,,
DEU,BRA,19675.97,,,
DEU,NOR,18733.07,,,
DEU,IRL,17239.88,,,
DEU,MAC,15364.89,,,
DEU,GRC,12549.18,,,
DEU,NZL,11770.72,,,
DEU,ARG,9802.98,,,
DEU,CZE,9745.17,,,
DEU,HRV,9617.65,,,
DEU,CHL,9376.78,,,
DEU,FSM,8229.60,,,
DEU,DOM,7582.60,,,
DEU,THA,6727.11,,,
DEU,ECU,6033.36,,,
DEU,JPN,5983.24,,,
DEU,JOR,5896.35,,,
DEU,FIN,5892.72,,,
DEU,VEN,3706.39,,,
DEU,TZA,3127.54,,,
DEU,LAO,3123.90,,,
DEU,SVK,2945.24,,,
DEU,BLR,2863.89,,,
DEU,ISL,2476.39,,,
DEU,EGY,2439.01,,,
DEU,ROM,2340.09,,,
DEU,CYP,2294.01,,,
DEU,IND,2233.66,,,
DEU,BOL,2147.62,,,
DEU,PHL,2039.21,,,
DEU,MYT,1915.82,,,
DEU,COL,1897.45,,,
DEU,PRY,1715.12,,,
DEU,GEO,1675.59,,,
DEU,SVN,1477.01,,,
DEU,URY,1443.06,,,
DEU,LBN,1367.58,,,
DEU,KOR,1265.76,,,
DEU,PER,1265.03,,,
DEU,LTU,1252.69,,,
DEU,ARM,1241.34,,,
DEU,LUX,1015.83,,,
DEU,GIN,834.52,,,
DEU,TGO,829.51,,,
DEU,PNG,671.60,,,
DEU,PAN,619.04,,,
DEU,LBY,568.85,,,
DEU,GTM,498.59,,,
DEU,AND,479.55,,,
DEU,MHL,478.91,,,
DEU,NIC,457.65,,,
DEU,SDN,402.81,,,
DEU,ZMB,390.65,,,
DEU,CUB,331.48,,,
DEU,MWI,319.83,,,
DEU,IRQ,238.79,,,
DEU,SLV,217.95,,,
DEU,BHS,202.73,,,
DEU,KHM,188.98,,,
DEU,LKA,184.62,,,
DEU,HND,181.87,,,
DEU,COG,174.16,,,
DEU,CYM,164.43,,,
DEU,BLZ,83.33,,,
DEU,WSM,82.85,,,
DEU,MUS,53.26,,,
DEU,LCA,39.37,,,
DEU,ATG,8.87,,,
DEU,BIH,6.01,,,
DJI,FRA,6488.63,,,
DJI,ETH,3767.69,,,
DJI,CAN,629.90,,,
DJI,EGY,494.14,,,
DJI,GBR,313.92,,,
DJI,USA,309.03,,,
DJI,BEL,118.67,,,
DJI,DEU,111.98,,,
DJI,AUS,105.11,,,
DJI,ITA,99.74,,,
DJI,NLD,97.10,,,
DJI,SDN,86.88,,,
DJI,SWE,78.78,,,
DJI,CHE,49.38,,,
DJI,NZL,49.22,,,
DJI,ESP,41.30,,,
DJI,BHR,32.69,,,
DJI,DNK,25.45,,,
DJI,NOR,16.00,,,
DJI,JPN,7.08,,,
DJI,CZE,5.05,,,
DJI,IRL,4.49,,,
DJI,CYP,3.51,,,
DJI,FIN,3.43,,,
DJI,TUR,3.36,,,
DJI,POL,3.20,,,
DJI,PER,2.88,,,
DJI,GRC,2.84,,,
DJI,HUN,1.93,,,
DJI,PRT,1.41,,,
DJI,SVK,1.26,,,
DJI,MAC,1.20,,,
DMA,USA,42409.28,,,
DMA,GBR,8926.21,,,
DMA,VGB,5387.72,,,
DMA,ATG,3517.27,,,
DMA,CAN,3294.45,,,
DMA,ESP,1407.30,,,
DMA,ITA,942.70,,,
DMA,FRA,775.77,,,
DMA,BRB,586.75,,,
DMA,GRC,374.90,,,
DMA,DEU,223.96,,,
DMA,FSM,181.59,,,
DMA,KNA,162.66,,,
DMA,VCT,142.23,,,
DMA,ANT,122.92,,,
DMA,BEL,90.67,,,
DMA,LCA,86.60,,,
DMA,CHE,85.29,,,
DMA,NLD,71.07,,,
DMA,SWE,58.17,,,
DMA,JPN,43.50,,,
DMA,BHS,42.68,,,
DMA,CHL,39.41,,,
DMA,DOM,36.11,,,
DMA,ABW,35.84,,,
DMA,ECU,16.51,,,
DMA,NOR,14.54,,,
DMA,HUN,13.82,,,
DMA,MAC,13.16,,,
DMA,AUS,12.20,,,
DMA,DNK,10.72,,,
DMA,CYM,8.81,,,
DMA,TUR,7.84,,,
DMA,IRL,6.74,,,
DMA,NZL,6.56,,,
DMA,PER,5.04,,,
DMA,PRT,4.23,,,
DMA,VEN,3.97,,,
DMA,BLZ,2.73,,,
DMA,CYP,1.76,,,
DMA,FIN,1.72,,,
DMA,PAN,1.47,,,
DMA,CZE,1.01,,,
DNK,SWE,48868.98,,,
DNK,USA,32019.71,,,
DNK,DEU,29759.45,,,
DNK,NOR,28732.29,,,
DNK,CAN,20203.27,,,
DNK,GBR,18734.59,,,
DNK,ESP,13762.05,,,
DNK,AUS,11457.16,,,
DNK,FRA,6244.85,,,
DNK,ISL,5025.86,,,
DNK,CHE,4625.96,,,
DNK,BEL,3964.20,,,
DNK,TUR,3777.84,,,
DNK,NLD,3250.40,,,
DNK,FRO,3199.08,,,
DNK,ITA,2842.42,,,
DNK,MAC,1815.51,,,
DNK,NZL,1647.31,,,
DNK,GRC,1622.54,,,
DNK,AUT,1424.53,,,
DNK,IRL,1184.27,,,
DNK,THA,1161.50,,,
DNK,PHL,1053.69,,,
DNK,FIN,913.60,,,
DNK,POL,802.74,,,
DNK,LBN,660.57,,,
DNK,JPN,563.43,,,
DNK,PRT,545.70,,,
DNK,TZA,517.18,,,
DNK,BRA,454.77,,,
DNK,CHL,376.92,,,
DNK,HUN,354.79,,,
DNK,FSM,354.25,,,
DNK,EGY,268.19,,,
DNK,ECU,250.98,,,
DNK,CYP,149.19,,,
DNK,CZE,137.38,,,
DNK,SVK,122.12,,,
DNK,BOL,110.65,,,
DNK,VEN,106.27,,,
DNK,DOM,103.81,,,
DNK,NIC,67.80,,,
DNK,PAN,57.48,,,
DNK,LUX,55.56,,,
DNK,PER,43.89,,,
DNK,URY,43.31,,,
DNK,BHS,34.68,,,
DNK,LKA,28.49,,,
DNK,LTU,27.69,,,
DNK,CYM,26.43,,,
DNK,SVN,21.72,,,
DNK,ATG,21.28,,,
DNK,PRY,19.70,,,
DNK,HND,11.31,,,
DNK,BLZ,10.93,,,
DOM,USA,787014.99,,,
DOM,ESP,130831.56,,,
DOM,ITA,24173.54,,,
DOM,VEN,13803.63,,,
DOM,ANT,10151.23,,,
DOM,HTI,9668.10,,,
DOM,PAN,8479.36,,,
DOM,DEU,7816.57,,,
DOM,CAN,7572.59,,,
DOM,NLD,7297.64,,,
DOM,CHE,6011.95,,,
DOM,ABW,4316.60,,,
DOM,VGB,3484.29,,,
DOM,BEL,1450.74,,,
DOM,ATG,1323.19,,,
DOM,FSM,1195.22,,,
DOM,PHL,904.94,,,
DOM,GBR,692.74,,,
DOM,JPN,485.54,,,
DOM,ECU,485.44,,,
DOM,CHL,481.43,,,
DOM,NOR,459.60,,,
DOM,FRA,457.94,,,
DOM,KNA,457.39,,,
DOM,SWE,409.65,,,
DOM,COL,309.89,,,
DOM,MAC,215.28,,,
DOM,GRC,198.81,,,
DOM,CUB,117.75,,,
DOM,DNK,111.20,,,
DOM,AUS,105.11,,,
DOM,BRA,102.63,,,
DOM,GTM,84.49,,,
DOM,HND,84.41,,,
DOM,CYM,82.21,,,
DOM,NIC,80.13,,,
DOM,BHS,77.36,,,
DOM,PER,74.84,,,
DOM,FIN,70.38,,,
DOM,PRT,52.17,,,
DOM,URY,32.05,,,
DOM,LCA,31.49,,,
DOM,BOL,20.12,,,
DOM,BLZ,19.12,,,
DOM,PRY,14.07,,,
DOM,IRL,13.48,,,
DOM,TUR,13.44,,,
DOM,NZL,13.13,,,
DOM,CYP,10.53,,,
DOM,HUN,9.64,,,
DOM,SVK,9.44,,,
DOM,CZE,6.06,,,
DOM,POL,3.20,,,
DOM,LUX,0.63,,,
DZA,FRA,913793.97,,,
DZA,ESP,63345.95,,,
DZA,ISR,47198.64,,,
DZA,CAN,37542.81,,,
DZA,ITA,29479.98,,,
DZA,BEL,21549.97,,,
DZA,DEU,21081.07,,,
DZA,GBR,15612.16,,,
DZA,TUN,12175.56,,,
DZA,USA,7306.23,,,
DZA,CHE,6748.15,,,
DZA,NLD,3833.01,,,
DZA,MWI,3585.66,,,
DZA,JOR,2826.92,,,
DZA,MUS,2743.70,,,
DZA,BHR,2310.87,,,
DZA,SWE,2222.76,,,
DZA,IRL,1945.46,,,
DZA,AUS,1261.34,,,
DZA,EGY,1245.90,,,
DZA,NOR,1215.90,,,
DZA,DNK,1187.00,,,
DZA,FIN,769.04,,,
DZA,AUT,734.48,,,
DZA,TUR,725.99,,,
DZA,PHL,674.05,,,
DZA,MLT,614.97,,,
DZA,HUN,610.28,,,
DZA,POL,528.76,,,
DZA,SDN,418.61,,,
DZA,MAC,405.44,,,
DZA,GRC,377.75,,,
DZA,CZE,330.33,,,
DZA,IRQ,289.96,,,
DZA,PRT,266.50,,,
DZA,JPN,154.77,,,
DZA,NZL,134.54,,,
DZA,FSM,130.98,,,
DZA,DOM,94.78,,,
DZA,CHL,77.10,,,
DZA,SVK,74.91,,,
DZA,VEN,71.51,,,
DZA,ECU,66.05,,,
DZA,NIC,61.64,,,
DZA,ISL,52.78,,,
DZA,CYP,33.35,,,
DZA,PAN,17.69,,,
DZA,URY,13.86,,,
DZA,PER,13.67,,,
DZA,BOL,13.41,,,
DZA,CAF,9.43,,,
DZA,LUX,3.16,,,
DZA,HND,2.61,,,
ECU,ESP,519123.28,,,
ECU,USA,420751.38,,,
ECU,ITA,95226.12,,,
ECU,VEN,28409.72,,,
ECU,CHL,16092.84,,,
ECU,CAN,15698.13,,,
ECU,COL,11436.87,,,
ECU,DEU,5908.47,,,
ECU,GBR,4020.04,,,
ECU,PAN,2744.41,,,
ECU,AUS,1892.01,,,
ECU,BEL,1866.76,,,
ECU,CHE,1861.83,,,
ECU,FSM,1771.25,,,
ECU,FRA,1642.66,,,
ECU,NLD,1640.72,,,
ECU,SWE,1490.73,,,
ECU,DOM,1417.22,,,
ECU,PER,1295.97,,,
ECU,BRA,1195.29,,,
ECU,BOL,1093.09,,,
ECU,NOR,632.68,,,
ECU,DNK,557.33,,,
ECU,PRT,315.86,,,
ECU,HND,284.55,,,
ECU,JPN,217.48,,,
ECU,URY,203.55,,,
ECU,GTM,129.70,,,
ECU,NIC,120.19,,,
ECU,SLV,117.61,,,
ECU,IRL,105.58,,,
ECU,FIN,92.70,,,
ECU,PRY,85.38,,,
ECU,NZL,82.04,,,
ECU,HUN,75.20,,,
ECU,HTI,52.45,,,
ECU,GRC,46.86,,,
ECU,CZE,39.40,,,
ECU,POL,32.02,,,
ECU,SVK,30.84,,,
ECU,MAC,29.90,,,
ECU,BHS,14.23,,,
ECU,CYP,7.02,,,
ECU,CYM,2.94,,,
ECU,BLZ,2.73,,,
EGY,SAU,1005872.63,,,
EGY,JOR,851803.48,,,
EGY,LIE,397064.36,,,
EGY,KGZ,319482.73,,,
EGY,ARE,140934.77,,,
EGY,USA,132513.30,,,
EGY,PSE,119564.18,,,
EGY,ITA,90463.19,,,
EGY,QAT,87727.01,,,
EGY,YEM,58037.27,,,
EGY,CAN,47234.09,,,
EGY,AUS,41203.75,,,
EGY,OMN,40711.24,,,
EGY,BHR,34350.44,,,
EGY,ISR,32257.58,,,
EGY,GBR,28101.89,,,
EGY,FRA,28023.91,,,
EGY,DEU,20891.82,,,
EGY,SDN,12088.36,,,
EGY,AUT,11981.74,,,
EGY,NLD,11300.84,,,
EGY,NGA,9590.74,,,
EGY,GRC,9223.15,,,
EGY,CHE,5009.77,,,
EGY,CYP,4579.24,,,
EGY,ESP,4184.55,,,
EGY,BRA,3412.81,,,
EGY,SWE,2822.69,,,
EGY,BEL,2596.13,,,
EGY,JPN,1749.96,,,
EGY,DNK,1712.18,,,
EGY,NZL,1466.83,,,
EGY,IRL,1455.72,,,
EGY,TUR,862.67,,,
EGY,FIN,698.66,,,
EGY,NOR,679.22,,,
EGY,HUN,419.38,,,
EGY,PHL,418.38,,,
EGY,MUS,382.66,,,
EGY,VEN,239.35,,,
EGY,POL,226.00,,,
EGY,ZMB,209.19,,,
EGY,FSM,159.26,,,
EGY,CZE,158.60,,,
EGY,CHL,145.63,,,
EGY,PRT,143.83,,,
EGY,SVK,132.19,,,
EGY,MAC,129.17,,,
EGY,ECU,115.58,,,
EGY,MWI,72.07,,,
EGY,URY,67.56,,,
EGY,PAN,61.90,,,
EGY,CAF,44.48,,,
EGY,BOL,41.91,,,
EGY,PER,41.02,,,
EGY,ATG,35.47,,,
EGY,ISL,34.51,,,
EGY,GTM,24.99,,,
EGY,DOM,9.03,,,
EGY,NIC,4.62,,,
EGY,CYM,2.94,,,
EGY,BLZ,2.73,,,
EGY,LUX,1.89,,,
EGY,HND,0.87,,,
ERI,SDN,458042.48,,,
ERI,ETH,290383.33,,,
ERI,SAU,40644.06,,,
ERI,ITA,14805.01,,,
ERI,USA,12689.12,,,
ERI,GBR,8690.44,,,
ERI,CAN,7136.04,,,
ERI,DEU,6561.20,,,
ERI,SWE,5275.73,,,
ERI,AUS,2522.68,,,
ERI,CHE,1259.18,,,
ERI,NOR,1029.74,,,
ERI,NLD,811.85,,,
ERI,EGY,688.41,,,
ERI,BHR,318.09,,,
ERI,DNK,166.13,,,
ERI,FRA,136.70,,,
ERI,NZL,127.98,,,
ERI,GRC,124.97,,,
ERI,ESP,44.47,,,
ERI,IRL,22.46,,,
ERI,FIN,18.88,,,
ERI,JPN,10.12,,,
ERI,VEN,7.95,,,
ERI,CYP,5.27,,,
ERI,TUR,4.48,,,
ERI,CZE,4.04,,,
ERI,HUN,3.86,,,
ERI,CHL,3.43,,,
ERI,FSM,2.98,,,
ERI,PRT,2.82,,,
ERI,POL,2.13,,,
ERI,BOL,1.68,,,
ERI,BLZ,1.37,,,
ERI,SVK,1.26,,,
ESP,FRA,364176.73,,,
ESP,DEU,169549.76,,,
ESP,ARG,127165.30,,,
ESP,USA,82440.26,,,
ESP,VEN,75526.19,,,
ESP,GBR,70775.13,,,
ESP,CHE,69219.89,,,
ESP,BRA,43871.49,,,
ESP,BEL,37664.40,,,
ESP,AND,34925.14,,,
ESP,FSM,30580.04,,,
ESP,ITA,22565.09,,,
ESP,PRT,19693.14,,,
ESP,URY,18705.26,,,
ESP,NLD,18071.93,,,
ESP,AUS,15766.74,,,
ESP,CHL,15563.43,,,
ESP,CAN,11978.77,,,
ESP,DOM,10967.69,,,
ESP,ECU,10283.45,,,
ESP,IRL,9142.63,,,
ESP,SWE,6629.51,,,
ESP,COL,5327.31,,,
ESP,CUB,4714.94,,,
ESP,DNK,4012.37,,,
ESP,PAN,3637.59,,,
ESP,AUT,2707.92,,,
ESP,NOR,2591.80,,,
ESP,PER,2546.62,,,
ESP,MAC,2535.50,,,
ESP,JOR,2508.60,,,
ESP,BOL,2430.95,,,
ESP,JPN,1775.25,,,
ESP,FIN,1501.87,,,
ESP,TUR,1354.51,,,
ESP,GTM,1028.12,,,
ESP,PRY,917.61,,,
ESP,GNQ,854.51,,,
ESP,POL,845.38,,,
ESP,NIC,681.08,,,
ESP,HUN,601.60,,,
ESP,NZL,518.48,,,
ESP,SLV,512.51,,,
ESP,LTU,406.49,,,
ESP,ISL,355.22,,,
ESP,HND,325.45,,,
ESP,EGY,251.29,,,
ESP,SVK,242.34,,,
ESP,GRC,197.10,,,
ESP,CZE,171.73,,,
ESP,MUS,145.96,,,
ESP,CYP,136.90,,,
ESP,LBY,104.52,,,
ESP,PHL,103.82,,,
ESP,ANT,56.19,,,
ESP,BHS,45.35,,,
ESP,CYM,35.23,,,
ESP,BLZ,17.76,,,
ESP,LUX,13.26,,,
ESP,ATG,1.77,,,
EST,RUS,69054.10,,,
EST,FIN,18637.45,,,
EST,SWE,15098.79,,,
EST,USA,12738.37,,,
EST,ISR,7490.60,,,
EST,CAN,6169.83,,,
EST,DEU,6148.64,,,
EST,LBN,3550.56,,,
EST,IRL,3511.00,,,
